concept_code	display_name	applicability	current_weight	target_weight	change_status	comparison_group	anchor_code	rationale	exception_reference	source_reference
MASA_HARINA	Masa Harina	APPLICABLE	0.3500	0.7500	CHANGED	CORN	CORN	Semantik: Nixtamalisiertes Maismehl für Tortillas und ähnliche Teige; nicht gewöhnliches Maismehl oder Maisstärke. Vergleich: Mais (0.7500) in CORN. Entscheidungsgrund: Die benannte Zutat ist gegenüber dem Oberbegriff konkretisiert, behält aber mehrere eigenständige Kochfunktionen und Zubereitungswege; die Familienüberschneidung rechtfertigt die maßvolle Verdichtung.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MASCARPONE	Mascarpone	APPLICABLE	0.6000	0.7500	CHANGED	CHEESE	CHEESE	Semantik: Sehr fettreicher, milder italienischer Frischkäse aus Rahm mit dichter cremiger Textur. Vergleich: Käse (1.0000) in CHEESE. Entscheidungsgrund: Die konkrete Produktausprägung besitzt ein eigenes Profil, bleibt aber über mehrere Koch-, Back- oder Servierfunktionen einsetzbar; das trägt die Zwischenstufe gegenüber dem offenen Oberbegriff.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MASSAMAN_CURRY_PASTE	Massaman-Currypaste	APPLICABLE	0.3500	0.5000	CHANGED	READY_CURRY_PASTE	READY_CURRY_PASTE	Semantik: Fertige Thai-Currypaste nach Massaman-Art mit warmen Gewürzen, Chili und Aromaten; Markenrezepturen variieren. Vergleich: fertige Currypaste (1.0000) in READY_CURRY_PASTE. Entscheidungsgrund: Die fertige Würzform bringt ein eigenes Aroma- und häufig Texturprofil mit; gegenüber dem Anker ist sie eigenständig, beschränkt aber freie Würzung und Gerichtsausrichtung, weshalb die Familie kompakt auf dieser Stufe bleibt.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MATCHA	Matcha	APPLICABLE	0.3000	0.7500	CHANGED	GREEN_TEA	GREEN_TEA	Semantik: Fein vermahlener japanischer Grüntee mit intensiv grasigem, herbem Umami; kein gesüßtes Matcha-Getränkepulver. Vergleich: grüner Tee (0.7500) in GREEN_TEA. Entscheidungsgrund: Die benannte Zutat ist gegenüber dem Oberbegriff konkretisiert, behält aber mehrere eigenständige Kochfunktionen und Zubereitungswege; die Familienüberschneidung rechtfertigt die maßvolle Verdichtung.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MATJES	Matjes	APPLICABLE	0.5000	0.5000	UNCHANGED	PRESERVED_FISH	GRAVLAX	Semantik: Mild gesalzener und enzymatisch gereifter Hering beziehungsweise Matjes. Umfasst klassische norddeutsche und niederländische Matjesformen; nicht automatisch essigsauer und nicht auf Hollandse Nieuwe beschränkt. Vergleich: Gravlax (0.5000) in PRESERVED_FISH. Entscheidungsgrund: Salzung und enzymatische Reifung liefern ein verzehrfertig geprägtes Heringserzeugnis; das ist als konservierte Fischform mit Graved Lachs vergleichbar und enger als Hering.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MAULTASCHEN	Maultaschen	APPLICABLE	0.6500	0.7500	CHANGED	NOODLES	NOODLES	Semantik: Gefüllte schwäbische Teigtaschen mit unterschiedlichen herzhaften Füllungen, auch fleischlos; frisch, tiefgekühlt oder bereits gegart verwendbar. Gemeint ist das Teigtaschenprodukt, nicht ein bestimmtes fertiges Gericht oder beliebige Ravioli und Dumplings. Vergleich: Nudeln (1.0000) in NOODLES. Entscheidungsgrund: Getreideart oder Produktform sind benannt, lassen aber süße und herzhafte Anwendungen sowie mehrere Garmethoden zu; diese Breite trägt die eigenständige Zwischenstufe.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MAYONNAISE	Mayonnaise	APPLICABLE	0.5500	0.5000	CHANGED	READY_SAUCES_AND_PASTES	MAYONNAISE	Semantik: Kalte Emulsionssauce aus Öl und Ei beziehungsweise Eigelb mit Säure; Würzung und Ölsorte bleiben offen. Vergleich: Mayonnaise (0.5000) in READY_SAUCES_AND_PASTES. Entscheidungsgrund: Die fertige Würzform bringt ein eigenes Aroma- und häufig Texturprofil mit; gegenüber dem Anker ist sie eigenständig, beschränkt aber freie Würzung und Gerichtsausrichtung, weshalb die Familie kompakt auf dieser Stufe bleibt.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MEAT	Fleisch	APPLICABLE	0.5500	1.0000	CHANGED	MEAT	MEAT	Semantik: Offene Vorgabe für Fleisch von Säugetieren; Tierart, Zuschnitt, Fettanteil und Garmethode bleiben wählbar. Vergleich: Fleisch (1.0000) in MEAT. Entscheidungsgrund: Der Oberbegriff lässt Tierart oder Zuschnitt und die spätere Garmethode offen und bildet damit den breiten Referenzpunkt der Fleischfamilie.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MEAT_ASPIC	Fleischsülze	APPLICABLE	0.3500	0.7500	CHANGED	MEAT	MEAT	Semantik: Kalt schnittfähiges Fleischprodukt aus gegarten Fleischstücken in natürlichem oder zugesetztem Aspik beziehungsweise Gelee; umfasst unter anderem tschechische Tlačenka und vergleichbare Fleischsülzen. Keine beliebige Fisch-, Gemüse- oder Dessertsülze. Vergleich: Fleisch (1.0000) in MEAT. Entscheidungsgrund: Tierart oder Zuschnitt sind konkret, doch Würzung, Kombination und mehrere passende Gartechniken bleiben offen; diese eigenständige Kochbreite trägt die Zwischenstufe.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MELONS	Melone	APPLICABLE	0.5000	1.0000	CHANGED	FRUIT	FRUIT	Semantik: Offene Vorgabe für süße Melonenfrüchte; Wasser-, Honig- und Cantaloupe-Melonen sind mögliche Ausprägungen. Vergleich: Obst (1.0000) in FRUIT. Entscheidungsgrund: Die Zeile ist eine breite drawable Rohstofffamilie und lässt Sorte sowie rohe, gegarte oder weiterverarbeitete Umsetzung offen; sie bleibt deshalb der volle Referenzpunkt.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MEMBRILLO	Quittenpaste	APPLICABLE	0.3500	0.5000	CHANGED	PRESERVED_PRODUCE	PRESERVED_PRODUCE	Semantik: Feste bis schnittfähige süße Quittenpaste (dulce de membrillo) aus eingekochter Quitte; nicht frische Quitte, Quittengelee oder beliebige Fruchtkonfitüre. Vergleich: konservierte pflanzliche Zutat (1.0000) in PRESERVED_PRODUCE. Entscheidungsgrund: Konservierung und konkrete Produktform prägen Geschmack, Textur oder weitere Verarbeitung bereits vor; innerhalb der Familie bleibt die Zutat eigenständig, aber enger als der unverarbeitete Rohstoff.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MERGUEZ	Merguez	APPLICABLE	0.4500	0.5000	CHANGED	SAUSAGE	SAUSAGE	Semantik: Kräftig gewürzte nordafrikanische Bratwurst, typischerweise aus Lamm- und/oder Rindfleisch mit Chili; nicht Schweinewurst. Vergleich: Wurst (1.0000) in SAUSAGE. Entscheidungsgrund: Rezeptur, Verarbeitung und typische Textur sind bei diesem benannten Produkt bereits wesentlich festgelegt; die Eigenständigkeit bleibt erhalten, die Familienverdichtung begrenzt aber seine relative Präsenz.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MILK	Milch	APPLICABLE	0.7000	0.7500	CHANGED	FRESH_DAIRY_PRODUCTS	FRESH_DAIRY_PRODUCTS	Semantik: Flüssige Kuhmilch als Kochzutat; Fettstufe bleibt offen, Pflanzendrinks und gesäuerte Milchprodukte sind getrennt. Vergleich: frisches Milchprodukt (1.0000) in FRESH_DAIRY_PRODUCTS. Entscheidungsgrund: Die konkrete Produktausprägung besitzt ein eigenes Profil, bleibt aber über mehrere Koch-, Back- oder Servierfunktionen einsetzbar; das trägt die Zwischenstufe gegenüber dem offenen Oberbegriff.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MILKFISH	Milchfisch	APPLICABLE	0.3000	0.7500	CHANGED	FISH	FISH	Semantik: Milchfisch (Chanos chanos), auf den Philippinen Bangus; frischer oder tiefgekühlter ganzer Fisch, Stück oder Filet. Nicht automatisch getrocknete, geräucherte oder anderweitig konservierte Bangus-Produkte. Vergleich: Fisch (1.0000) in FISH. Entscheidungsgrund: Die Art beziehungsweise Tiergruppe ist festgelegt, Zuschnitt, Würzung und mehrere Gartechniken bleiben aber wählbar; das trägt eine eigenständige, gegenüber der offenen Familie leicht verdichtete Präsenz.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MILK_CHOCOLATE	Milchschokolade	APPLICABLE	0.4500	0.5000	CHANGED	CHOCOLATE	CHOCOLATE	Semantik: Schokolade mit Milchbestandteilen und deutlicher Süße; Kakaoanteil und konkrete Milchform können variieren. Vergleich: Schokolade (1.0000) in CHOCOLATE. Entscheidungsgrund: Produktform, Aromaprofil oder typische Funktion sind enger vorgegeben als beim Anker; die Zutat bleibt unterscheidbar, wird wegen dieser Bindung innerhalb der Familie aber kompakter gewichtet.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MILLET	Hirse	APPLICABLE	0.6000	0.7500	CHANGED	GRAINS	GRAINS	Semantik: Glutenfreie kleine Hirsekörner mit mild-nussigem Geschmack; Sorte und geschälte Produktform bleiben offen. Vergleich: Getreide oder Pseudogetreide (1.0000) in GRAINS. Entscheidungsgrund: Getreideart oder Produktform sind benannt, lassen aber süße und herzhafte Anwendungen sowie mehrere Garmethoden zu; diese Breite trägt die eigenständige Zwischenstufe.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MINCED_MEAT	Hackfleisch	APPLICABLE	0.7000	1.0000	CHANGED	MEAT	MEAT	Semantik: Offene Vorgabe für zerkleinertes rohes Fleisch; Tierart und Fettanteil sind bewusst nicht festgelegt. Vergleich: Fleisch (1.0000) in MEAT. Entscheidungsgrund: Der Oberbegriff lässt Tierart oder Zuschnitt und die spätere Garmethode offen und bildet damit den breiten Referenzpunkt der Fleischfamilie.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MINCEMEAT	Mincemeat (britische Fruchtfüllung)	APPLICABLE	0.3500	0.5000	CHANGED	PRESERVED_PRODUCE	PRESERVED_PRODUCE	Semantik: Süße britische Backfüllung aus Äpfeln, getrockneten Weinfrüchten, kandierter Zitrusschale, Zucker beziehungsweise Sirup und Gewürzen; Suet kann enthalten sein. Trotz des Namens ist modernes Mincemeat kein Hackfleisch. Vergleich: konservierte pflanzliche Zutat (1.0000) in PRESERVED_PRODUCE. Entscheidungsgrund: Konservierung und konkrete Produktform prägen Geschmack, Textur oder weitere Verarbeitung bereits vor; innerhalb der Familie bleibt die Zutat eigenständig, aber enger als der unverarbeitete Rohstoff.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MINT	Minze	APPLICABLE	0.6500	0.7500	CHANGED	FRESH_HERBS	BASIL	Semantik: Frische Minzblätter mit kühlendem, aromatischem Geschmack; konkrete Minzart bleibt offen. Vergleich: Basilikum (0.7500) in FRESH_HERBS. Entscheidungsgrund: Das einzelne Aroma ist klar festgelegt, kann aber über mehrere Gerichte, Techniken und Kombinationen eingesetzt werden; wie beim Anker bleibt ausreichend eigenständige Kochbreite.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MIRABELLE	Mirabelle	APPLICABLE	0.4000	0.7500	CHANGED	STONE_FRUIT	STONE_FRUIT	Semantik: Kleine gelbe Mirabellenpflaume mit süßem, intensiv aromatischem Fruchtfleisch; frisch oder ungesüßt tiefgekühlt. Vergleich: Steinobst (1.0000) in STONE_FRUIT. Entscheidungsgrund: Art oder Sorte sind festgelegt, doch Zuschnitt, Garmethode und Kombination bleiben in mehreren süßen beziehungsweise herzhaften Anwendungen offen; das entspricht den eigenständigen Rohstoff-Peers der Familie.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MIRIN	Mirin	APPLICABLE	0.3000	0.2500	CHANGED	COOKING_ALCOHOL	COOKING_ALCOHOL	Semantik: Süßer japanischer Reiswürzwein mit Alkohol und ausgeprägter Süße; nicht Reisessig oder bloß gesüßter Sirup. Vergleich: Kochalkohol (0.2500) in COOKING_ALCOHOL. Entscheidungsgrund: Der Alkohol ist als Kochzutat eine geschmacks- und verfahrensprägende Pflichtvorgabe; Sorte und Stil unterscheiden die Aufgabe zusätzlich, weshalb der einheitliche Kochalkoholvertrag 0,25 vorsieht.	COOKING_ALCOHOL_INDEPENDENT_LOW_WEIGHT	MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MISO	Miso	APPLICABLE	0.7500	0.5000	CHANGED	FERMENTED_SEASONINGS	FERMENTED_SEASONINGS	Semantik: Japanische fermentierte Würzpaste auf Sojabohnenbasis, häufig mit Reis oder Gerste; Farbe, Salzgehalt und Reifegrad bleiben offen. Vergleich: fermentierte Würzzutat (1.0000) in FERMENTED_SEASONINGS. Entscheidungsgrund: Die fertige Würzform bringt ein eigenes Aroma- und häufig Texturprofil mit; gegenüber dem Anker ist sie eigenständig, beschränkt aber freie Würzung und Gerichtsausrichtung, weshalb die Familie kompakt auf dieser Stufe bleibt.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MITSUBA	Mitsuba	APPLICABLE	1.0000	0.7500	CHANGED	FRESH_HERBS	BASIL	Semantik: Frisches japanisches Doldenkraut mit feinem Sellerie-, Petersilien- und Zitrusaroma. Blätter und zarte Stiele als Kräuterzutat verwenden; gewöhnliche Petersilie ist kein Ersatzprodukt dieses Konzepts. Vergleich: Basilikum (0.7500) in FRESH_HERBS. Entscheidungsgrund: Das einzelne Aroma ist klar festgelegt, kann aber über mehrere Gerichte, Techniken und Kombinationen eingesetzt werden; wie beim Anker bleibt ausreichend eigenständige Kochbreite.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MIZUNA	Mizuna	APPLICABLE	1.0000	0.7500	CHANGED	CABBAGE_VEGETABLES	CABBAGE_VEGETABLES	Semantik: Japanisches Blattgemüse mit fein gezackten Blättern, knackigen Stielen und mild-pfeffriger Note. Roh oder gegart verwendbar; gemeint ist die eigenständige frische Gemüseart. Vergleich: Kohlgemüse (1.0000) in CABBAGE_VEGETABLES. Entscheidungsgrund: Art oder Sorte sind festgelegt, doch Zuschnitt, Garmethode und Kombination bleiben in mehreren süßen beziehungsweise herzhaften Anwendungen offen; das entspricht den eigenständigen Rohstoff-Peers der Familie.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MOCHI	Mochi	APPLICABLE	1.0000	0.7500	CHANGED	RICE_PRODUCTS	RICE_PRODUCTS	Semantik: Ungesüßte japanische Reiskuchen aus gestampftem Klebreis mit zäher, elastischer Textur. Gemeint sind schlichte Kochformen wie Kiri- oder Marumochi, nicht gefüllte Süßwaren oder Tteok. Vergleich: Reisprodukt (1.0000) in RICE_PRODUCTS. Entscheidungsgrund: Getreideart oder Produktform sind benannt, lassen aber süße und herzhafte Anwendungen sowie mehrere Garmethoden zu; diese Breite trägt die eigenständige Zwischenstufe.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MOLASSES	Melasse	APPLICABLE	0.3500	0.5000	CHANGED	SWEETENERS	SWEETENERS	Semantik: Dunkler zähflüssiger Rückstand der Zuckerherstellung mit kräftig karamellig-herbem Aroma; nicht heller Sirup. Vergleich: Süßungsmittel (1.0000) in SWEETENERS. Entscheidungsgrund: Verarbeitung, Aromaprofil oder fertige Produktfunktion sind bereits deutlich festgelegt; die Zutat ist eigenständig, aber weniger breit integrierbar als der neutrale Familienanker.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MOLE_PASTE	Mole-Paste	APPLICABLE	0.2500	0.5000	CHANGED	READY_SAUCES_AND_PASTES	MAYONNAISE	Semantik: Konzentrierte mexikanische Würzpaste für Mole-Saucen mit Chili, Gewürzen und weiteren variablen Zutaten; nicht fertige Sauce. Vergleich: Mayonnaise (0.5000) in READY_SAUCES_AND_PASTES. Entscheidungsgrund: Die fertige Würzform bringt ein eigenes Aroma- und häufig Texturprofil mit; gegenüber dem Anker ist sie eigenständig, beschränkt aber freie Würzung und Gerichtsausrichtung, weshalb die Familie kompakt auf dieser Stufe bleibt.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MOLLUSCS	Weichtiere	APPLICABLE	0.5500	1.0000	CHANGED	INVERTEBRATES	INVERTEBRATES	Semantik: Offene Vorgabe für essbare Weichtiere wie Muscheln, Schnecken, Oktopus oder Kalmar; aquatische und terrestrische Formen sind umfasst. Krebstiere, Insekten und Würmer sind nicht gemeint. Vergleich: wirbellose Tiere (1.0000) in INVERTEBRATES. Entscheidungsgrund: Die Vorgabe lässt innerhalb ihrer Semantik mehrere konkrete Produktformen, Kombinationen und Zubereitungen offen und bildet deshalb den breiten Referenzpunkt der Vergleichsgruppe.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MONKFISH	Seeteufel	APPLICABLE	0.3000	0.7500	CHANGED	WHITE_FISH	WHITE_FISH	Semantik: Seeteufel mit festem, magerem und nahezu grätenfreiem Fleisch; meist als Schwanzfilet erhältlich. Vergleich: weißfleischiger Fisch (1.0000) in WHITE_FISH. Entscheidungsgrund: Die Art beziehungsweise Tiergruppe ist festgelegt, Zuschnitt, Würzung und mehrere Gartechniken bleiben aber wählbar; das trägt eine eigenständige, gegenüber der offenen Familie leicht verdichtete Präsenz.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MOOSE	Elchfleisch	APPLICABLE	0.2000	0.7500	CHANGED	GAME_MEAT	GAME_MEAT	Semantik: Elchfleisch als frisches oder tiefgekühltes Fleischstück beziehungsweise geeignetes Gulasch-/Geschnetzeltesfleisch. Nicht Elchwurst, Trockenfleisch oder ein bereits zubereitetes Wildgericht. Vergleich: Wildfleisch (1.0000) in GAME_MEAT. Entscheidungsgrund: Elch legt die Wildart fest, nicht Zuschnitt oder Technik; Braten, Schmoren, Hack- und Ragoutanwendungen bleiben möglich, daher entspricht die Bindung anderen konkreten Wildarten.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MORCILLA	Morcilla	APPLICABLE	0.3000	0.5000	CHANGED	BLOOD_SAUSAGE	BLOOD_SAUSAGE	Semantik: Spanische Blutwurstfamilie mit regional stark variierenden Rezepturen, etwa mit Zwiebel, Reis oder Nüssen; Schweineblut ist charakteristisch. Nicht generisch jede Blutwurst und nicht auf Morcilla de Burgos beschränkt. Vergleich: Blutwurst (0.5000) in BLOOD_SAUSAGE. Entscheidungsgrund: Produktform, Aromaprofil oder typische Funktion sind enger vorgegeben als beim Anker; die Zutat bleibt unterscheidbar, wird wegen dieser Bindung innerhalb der Familie aber kompakter gewichtet.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MOREL	Morcheln	APPLICABLE	0.1800	0.7500	CHANGED	MUSHROOMS	MUSHROOMS	Semantik: Morcheln mit wabenartigem Hut und intensivem Waldpilzaroma; nur vollständig gegart verwenden. Vergleich: Pilze (1.0000) in MUSHROOMS. Entscheidungsgrund: Morcheln sind eine einzelne Pilzart, können aber als Hauptkomponente, Füllung, Sauce oder Aromageber unterschiedlich eingesetzt werden; die Artfestlegung trägt 0,75 statt einer engen Produktformstufe.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MORINGA_LEAVES	Moringablätter	APPLICABLE	0.2500	0.7500	CHANGED	LEAFY_GREENS	LEAFY_GREENS	Semantik: Blätter von Moringa oleifera, auf den Philippinen Malunggay; frisch, tiefgekühlt oder als kulinarisch verwendete getrocknete Blattform. Nicht Samen, Öl oder Nahrungsergänzungskapseln. Vergleich: Blattgemüse (1.0000) in LEAFY_GREENS. Entscheidungsgrund: Art oder Sorte sind festgelegt, doch Zuschnitt, Garmethode und Kombination bleiben in mehreren süßen beziehungsweise herzhaften Anwendungen offen; das entspricht den eigenständigen Rohstoff-Peers der Familie.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MOZZARELLA	Mozzarella	APPLICABLE	0.8500	0.7500	CHANGED	CHEESE	CHEESE	Semantik: Milder Pasta-filata-Käse mit elastischer bis weicher Textur; Kuh- und Büffelmilchvarianten sind umfasst. Vergleich: Käse (1.0000) in CHEESE. Entscheidungsgrund: Die konkrete Produktausprägung besitzt ein eigenes Profil, bleibt aber über mehrere Koch-, Back- oder Servierfunktionen einsetzbar; das trägt die Zwischenstufe gegenüber dem offenen Oberbegriff.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MSG	Mononatriumglutamat	APPLICABLE	0.3500	0.7500	CHANGED	SPICES	CUMIN	Semantik: Reines Mononatriumglutamat als kristalline Umami-Würze; kein vollständiger Gewürzmix oder Brühpulver. Vergleich: Kreuzkümmel (0.7500) in SPICES. Entscheidungsgrund: Das einzelne Aroma ist klar festgelegt, kann aber über mehrere Gerichte, Techniken und Kombinationen eingesetzt werden; wie beim Anker bleibt ausreichend eigenständige Kochbreite.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MULBERRY	Maulbeeren	APPLICABLE	0.2500	0.7500	CHANGED	BERRIES	BERRIES	Semantik: Maulbeeren mit süßem, mild-säuerlichem Aroma; frisch oder getrocknet verwendbar. Vergleich: Beeren (1.0000) in BERRIES. Entscheidungsgrund: Art oder Sorte sind festgelegt, doch Zuschnitt, Garmethode und Kombination bleiben in mehreren süßen beziehungsweise herzhaften Anwendungen offen; das entspricht den eigenständigen Rohstoff-Peers der Familie.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
