"concept_code"	"display_name"	"review_applicability"	"product_form_basis"	"proposed_availability_georgia"	"availability_note_georgia"	"availability_evidence_georgia"	"proposed_availability_tobias"	"availability_note_tobias"	"availability_evidence_tobias"	"review_flags"	"approval_status"
"PERILLA_LEAVES"	"Perillablätter"	"APPLICABLE"	"Frische Perillablätter mit kräftig kräuterigem, leicht minzig-anisigem und teils erdigem Aroma; grüne und violette kulinarische Formen sind umfasst. Nicht vietnamesischer Koriander oder Minze."	"SPECIALTY"	"Georgia: Die definierte Produktform verlangt einen spezialisierten Anbieter beziehungsweise eine gezielte Fahrt nach Köln oder Düsseldorf, ist über diesen Weg aber mit vernünftiger Zuverlässigkeit beschaffbar."	"EV08|EV09"	"SPECIALTY"	"Tobias: Die definierte Produktform verlangt spezialisierten deutschen beziehungsweise europäischen Versand oder einen seltenen Fachanbieter; eine Georgienreise ist nur für haltbare passende Ware ein möglicher Zusatzweg."	"EV08|EV09"	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PERSIMMON"	"Kaki"	"APPLICABLE"	"Kaki mit süßem orangefarbenem Fruchtfleisch; feste nichtadstringierende und weichreife Sorten sind umfasst."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PESTO"	"Pesto"	"APPLICABLE"	"Rohe oder wenig erhitzte Kräuter- beziehungsweise Pflanzenpaste mit Öl; Zutatenbasis bleibt offen, nicht nur Pesto Genovese."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PICKLED_CHILI"	"eingelegte Chili"	"APPLICABLE"	"In Essig- oder Gewürzlake eingelegte ganze oder geschnittene Chili; Sorte und Schärfe bleiben offen, trockene Formen sind nicht gemeint."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PICKLED_CUCUMBER"	"Gewürzgurke"	"APPLICABLE"	"Essigbasierte Gewürzgurke mit süß-säuerlicher bis würziger Lake; nicht milchsauer fermentierte Salzgurke."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PICKLED_GINGER"	"eingelegter Ingwer"	"APPLICABLE"	"Dünn geschnittener, süß-säuerlich eingelegter Ingwer nach Gari-Art; nicht frisches Ingwer-Rhizom."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PICKLED_HERRING"	"eingelegter Hering"	"APPLICABLE"	"Hering in essig- oder säurebasierter Würzlake; süße, zwiebelige und cremig weiterverarbeitete Varianten sind möglich."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PICKLED_MUSHROOMS"	"eingelegte Pilze"	"APPLICABLE"	"In Essiglake eingelegte Speisepilze; eine Fermentation wird nicht vorausgesetzt."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PICKLED_SAUSAGE"	"eingelegte Wurst"	"APPLICABLE"	"Verzehrfertige Wurst, die über längere Zeit in einer überwiegend essig- beziehungsweise säurebasierten Lake eingelegt wird. Umfasst unter anderem tschechischen Utopenec und vergleichbare eingelegte Wurstprodukte. Nicht bloß mit Essig angemachte Wurst und nicht nur kurz in Essigsud gegarte Wurst."	"SPECIALTY"	"Georgia: Die definierte Produktform verlangt einen spezialisierten Anbieter beziehungsweise eine gezielte Fahrt nach Köln oder Düsseldorf, ist über diesen Weg aber mit vernünftiger Zuverlässigkeit beschaffbar."	"EV18"	"SPECIALTY"	"Tobias: Die definierte Produktform verlangt spezialisierten deutschen beziehungsweise europäischen Versand oder einen seltenen Fachanbieter; eine Georgienreise ist nur für haltbare passende Ware ein möglicher Zusatzweg."	"EV18"	"REFERENCE_ANCHOR"	"APPROVED_REFERENCE_ANCHOR"
"PIKEPERCH"	"Zander"	"APPLICABLE"	"Zander als magerer Süßwasserfisch mit festem, mildem Fleisch und wenigen Gräten."	"PLANNED"	"Georgia: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, einen bekannten erreichbaren Fachladen oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	"PLANNED"	"Tobias: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, ein bekanntes Rostocker Fachsortiment oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PILSNER_LAGER"	"Pilsner"	"APPLICABLE"	"Helles untergäriges Lagerbier nach Pilsner Art mit deutlich hopfenbetontem Profil. Gemeint ist der Bierstil, nicht eine bestimmte Marke; Pilsner Urquell ist historischer Referenztyp."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PIMENT_D_ESPELETTE"	"Piment d’Espelette"	"APPLICABLE"	"Getrocknetes, fein gemahlenes Piment-d’Espelette-Gewürz nach französisch-baskischer Art; nicht generisches Chilipulver oder die frische ganze Schote."	"PLANNED"	"Georgia: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, einen bekannten erreichbaren Fachladen oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	"PLANNED"	"Tobias: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, ein bekanntes Rostocker Fachsortiment oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PINE_NUT"	"Pinienkerne"	"APPLICABLE"	"Ölreiche Samen von Pinien mit mild-harzigem, buttrigem Aroma; roh oder geröstet verwendbar."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PINEAPPLE"	"Ananas"	"APPLICABLE"	"Ananas mit saftigem süß-säuerlichem Fruchtfleisch; frisch, tiefgekühlt oder schlicht konserviert verwendbar."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PINNEKJOTT"	"Pinnekjøtt"	"APPLICABLE"	"Gesalzene und getrocknete Rippen vom Schaf oder Lamm nach Pinnekjøtt-Art; geräucherte Varianten sind möglich, werden aber nicht vorausgesetzt. Gemeint ist das noch zuzubereitende Fleischprodukt, nicht das vollständige Weihnachtsgericht."	"SPECIALTY"	"Georgia: Die definierte Produktform verlangt einen spezialisierten Anbieter beziehungsweise eine gezielte Fahrt nach Köln oder Düsseldorf, ist über diesen Weg aber mit vernünftiger Zuverlässigkeit beschaffbar."	"EV15|EV16"	"SPECIALTY"	"Tobias: Die definierte Produktform verlangt spezialisierten deutschen beziehungsweise europäischen Versand oder einen seltenen Fachanbieter; eine Georgienreise ist nur für haltbare passende Ware ein möglicher Zusatzweg."	"EV15|EV16"	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PINTO_BEANS"	"Pintobohnen"	"APPLICABLE"	"Gesprenkelte Pintobohnen mit erdig-cremigem Geschmack; getrocknet oder vorgegart verwendbar."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PIQUILLO_PEPPER"	"Piquillo-Paprika"	"APPLICABLE"	"Geröstete und geschälte rote Piquillo-Paprika als küchenfertiges Produkt, typischerweise im Glas oder in der Dose; nicht rohe rote Paprika."	"PLANNED"	"Georgia: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, einen bekannten erreichbaren Fachladen oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	"PLANNED"	"Tobias: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, ein bekanntes Rostocker Fachsortiment oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PISTACHIO"	"Pistazien"	"APPLICABLE"	"Grüne Pistazienkerne mit süßlich-nussigem Aroma; ungesalzen, roh oder geröstet verwendbar."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PITA"	"Pita"	"APPLICABLE"	"Rundes weiches Fladenbrot, häufig mit beim Backen entstehender Tasche; nicht Tortilla."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PLA_RA"	"Pla Ra"	"APPLICABLE"	"Thailändischer, besonders mit Isan verbundener salzfermentierter Süßwasserfisch; je nach Produkt als Fischstücke, Paste oder gekochte flüssige Würze erhältlich. Nicht Fischsauce oder Garnelenpaste."	"PLANNED"	"Georgia: Pla Ra ist über die erreichbaren thailändisch-asiatischen Fachmärkte in Köln/Düsseldorf gezielt beschaffbar; andere fermentierte Fischwürzen gelten nicht als Ersatz."	""	"SPECIALTY"	"Tobias: Exaktes Pla Ra verlangt spezialisierten thailändischen Versand; die kleineren Rostocker Asia-Läden sind dafür keine sichere Standardquelle."	"EV04"	"PERSON_DIFFERENCE"	"PROPOSED_FOR_HUMAN_REVIEW"
"PLAICE"	"Scholle"	"APPLICABLE"	"Scholle als magerer Plattfisch mit zartem, mildem Fleisch; ganz oder als Filet verwendbar."	"PLANNED"	"Georgia: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, einen bekannten erreichbaren Fachladen oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	"PLANNED"	"Tobias: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, ein bekanntes Rostocker Fachsortiment oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PLANT_DRINKS"	"pflanzlicher Drink"	"NOT_APPLICABLE_STRUCTURE"	""	""	"Georgia: Reiner Strukturknoten ausdrücklich freigegeben."	""	""	"Tobias: Reiner Strukturknoten ausdrücklich freigegeben."	""	"STRUCTURE_NODE"	"APPROVED_NOT_APPLICABLE"
"PLANT_PROTEIN_PRODUCTS"	"pflanzliches Proteinprodukt"	"APPLICABLE"	"Offene Vorgabe für verarbeitete pflanzliche Proteinprodukte wie Tofu, Seitan oder Mykoprotein; Rohstoff bleibt wählbar."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PLANTAIN"	"Kochbanane"	"APPLICABLE"	"Stärkereiche Kochbanane, meist gegart verwendet; grüne und reife süßere Stadien sind umfasst, nicht Dessertbanane."	"PLANNED"	"Georgia: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, einen bekannten erreichbaren Fachladen oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	"PLANNED"	"Tobias: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, ein bekanntes Rostocker Fachsortiment oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PLUM"	"Pflaume"	"APPLICABLE"	"Pflaume beziehungsweise Zwetschge als saftige Steinfrucht; Sorte, Süße und Festigkeit bleiben offen."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PLUM_BUTTER"	"Pflaumenmus"	"APPLICABLE"	"Dick eingekochte Pflaumenzubereitung nach Powidl-/Pflaumenmus-Art; als Füllung, Aufstrich oder süß-fruchtige Kochzutat. Zuckerzusatz kann je nach Produkt variieren. Nicht mit Trockenpflaumen oder beliebiger Pflaumenmarmelade gleichsetzen."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"POBLANO"	"Poblano"	"APPLICABLE"	"Große dunkelgrüne mexikanische Chili mit milder bis mittlerer Schärfe; getrocknet heißt sie Ancho."	"DIFFICULT"	"Georgia: Mexikanische Fachhändler führen getrockneten Ancho oder konservierte Ware, aber für die geforderte frische Poblano-Chili fehlt ein verlässlich bestätigter Weg."	"EV11|EV34"	"DIFFICULT"	"Tobias: Mexikanische Fachhändler führen getrockneten Ancho oder konservierte Ware, aber für die geforderte frische Poblano-Chili fehlt im Rostocker Umfeld und Versand ein verlässlich bestätigter Weg."	"EV11|EV34"	""	"PROPOSED_FOR_HUMAN_REVIEW"
"POD_VEGETABLES"	"Hülsen- und Schotengemüse"	"APPLICABLE"	"Offene Vorgabe für Gemüse aus jungen Hülsen, Schoten oder darin enthaltenen frischen Samen."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
