"concept_code","display_name","challenge_specificity","direct_parent_codes","direct_child_codes","curator_note","review_applicability"
"SOUR_CREAM","saure Sahne","SPECIFIC","CULTURED_DAIRY","","Gesäuerter Rahm mit frischer Säure und mittlerem Fettgehalt; nicht Crème fraîche oder Quark.","APPLICABLE"
"SOUR_RYE_STARTER","Żur-Saueransatz","SPECIFIC","FERMENTED_SEASONINGS","","Fermentierter Roggenmehl-Saueransatz (zakwas/żur) als flüssige Basis für żur/żurek; nicht die fertige Suppe. Gewürzzusätze können variieren.","APPLICABLE"
"SOURDOUGH_BREAD","Sauerteigbrot","SPECIFIC","BREAD","","Brot mit Sauerteig als prägendem Trieb- und Aromamittel; Getreide und Säuregrad bleiben offen.","APPLICABLE"
"SOY_DRINK","Sojadrink","SPECIFIC","PLANT_DRINKS","","Flüssiger Pflanzendrink aus Sojabohnen; gesüßte und ungesüßte Varianten sind umfasst.","APPLICABLE"
"SOY_PRODUCTS","Sojazutat","OPEN","LEGUMES","NATTO|SOYBEANS|TEMPEH|TOFU|TVP|VIETNAMESE_SOYBEAN_PASTE","Offene Vorgabe für Sojabohnen und daraus hergestellte kulinarische Produkte; konkrete Verarbeitung bleibt wählbar.","APPLICABLE"
"SOY_SAUCE","Sojasauce","SPECIFIC","FERMENTED_SEASONINGS|READY_SAUCES_AND_PASTES","DARK_SOY_SAUCE|KECAP_MANIS|LIGHT_SOY_SAUCE|TAMARI","Fermentierte salzige Würzsauce auf Sojabohnenbasis; Stil, Weizenanteil, Farbe und Intensität bleiben offen.","APPLICABLE"
"SOYBEANS","Sojabohnen","SPECIFIC","BEANS|SOY_PRODUCTS","EDAMAME","Reife Sojabohnen als trockene oder vorgegarte Hülsenfrucht; nicht junge grüne Edamame.","APPLICABLE"
"SPAETZLE","Spätzle","SPECIFIC","NOODLES","","Weiche unregelmäßige Eiernudeln aus zähflüssigem Teig; frisch, getrocknet oder vorgegart verwendbar.","APPLICABLE"
"SPAGHETTI","Spaghetti","SPECIFIC","WHEAT_PASTA","","Lange dünne runde Weizenpasta; Vollkorn- und gewöhnliche Hartweizenvarianten sind umfasst.","APPLICABLE"
"SPAGHETTI_SQUASH","Spaghettikürbis","SPECIFIC","PUMPKIN","","Kürbis, dessen gegartes Fruchtfleisch in spaghettiartige Fasern zerfällt; nicht Pasta.","APPLICABLE"
"SPECULAAS_SPICE","Spekulatiusgewürz","SPECIFIC","SPICE_BLENDS","","Gewürzmischung für Speculaas/Spekulatius, typischerweise auf Basis von Zimt mit weiteren warmen Gewürzen wie Nelke und Muskat; Zusammensetzung kann variieren und Zucker wird nicht vorausgesetzt.","APPLICABLE"
"SPECULOOS","Spekulatius","SPECIFIC","CONFECTIONERY","","Knuspriges karamellisiertes Gewürzgebäck der Spekulatius-/Speculoos-Familie. Gemeint ist der fertige Keks, nicht eine Gewürzmischung; konkrete Gewürzzusammensetzung und Fettquelle können variieren.","APPLICABLE"
"SPELT","Dinkel","SPECIFIC","GRAINS","","Dinkelkorn als Getreide mit nussigem Aroma; ganz, geschrotet oder als Flocken, nicht Dinkelmehl.","APPLICABLE"
"SPICE_BLENDS","Gewürzmischung","OPEN","SPICES","BERBERE|CURRY_POWDER|FIVE_SPICE|GARAM_MASALA|HERBES_DE_PROVENCE|JERK_SEASONING|MUOI_TOM|RAS_EL_HANOUT|SPECULAAS_SPICE|ZAATAR","Offene Vorgabe für bewusst zusammengesetzte trockene Gewürzmischungen; Stil und Schärfe bleiben offen.","APPLICABLE"
"SPICES","Gewürz oder trockenes Würzmittel","OPEN","","AJWAIN|ALLSPICE|ANNATTO|CARAWAY|CARDAMOM|CINNAMON|CLOVES|CORIANDER_ROOT|CORIANDER_SEED|CUMIN|DRIED_CHILI|FENNEL_SEED|FENUGREEK|FINGERROOT|FLEUR_DE_SEL|FRESH_TURMERIC|GALANGAL|GARLIC_POWDER|GINGER|JUNIPER_BERRIES|MSG|MUSTARD_SEED|NORA_PEPPER|NUTMEG|NUTRITIONAL_YEAST|ONION_POWDER|PAPRIKA_POWDER|PEPPER|SAFFRON|SICHUAN_PEPPER|SPICE_BLENDS|STAR_ANISE|SUMAC|TURMERIC|VANILLA","Offene Vorgabe für trockene Gewürze und Würzmittel; Pflanzenteil, Form und Aromaprofil bleiben wählbar.","NOT_APPLICABLE_STRUCTURE"
"SPINACH","Spinat","SPECIFIC","LEAFY_GREENS","","Spinatblätter mit mild-grünem, leicht mineralischem Geschmack; frisch oder tiefgekühlt verwendbar.","APPLICABLE"
"SPLIT_PEAS","Spalterbsen","SPECIFIC","PEAS","GREEN_SPLIT_PEAS|YELLOW_SPLIT_PEAS","Getrocknete geschälte und halbierte Erbsen für Suppen, Pürees oder Eintöpfe; Farbe bleibt offen.","APPLICABLE"
"SPRING_ONION","Frühlingszwiebel","SPECIFIC","ALLIUM_VEGETABLES","","Frühlingszwiebel mit mildem Zwiebelaroma; weißer und grüner Teil sind essbar.","APPLICABLE"
"SPROUTS","Sprossen","OPEN","VEGETABLES","ALFALFA_SPROUTS|BEAN_SPROUTS","Offene Vorgabe für essbare junge Keimlinge; Pflanzenart, Größe und roh oder gegart bleiben wählbar.","APPLICABLE"
"SQUID","Tintenfisch","SPECIFIC","MOLLUSCS|SEAFOOD","","Kalmar mit röhrenförmigem Mantel und Armen; kurz oder sehr lange garen, nicht Oktopus oder Sepia.","APPLICABLE"
"SRIRACHA","Sriracha","SPECIFIC","CHILI_CONDIMENTS","","Glatte fermentierte oder gereifte Chilisauce nach Sriracha-Art mit Knoblauch, Säure und leichter Süße.","APPLICABLE"
"STAR_ANISE","Sternanis","SPECIFIC","SPICES","","Sternförmige Frucht mit intensiv süßlichem Anisaroma; ganz oder gemahlen sparsam verwendbar.","APPLICABLE"
"STARCH_BINDERS","Stärke oder Bindemittel","OPEN","STARCHES","CORNSTARCH|POTATO_STARCH|TAPIOCA_STARCH","Offene Vorgabe für isolierte Stärke und andere neutrale Bindemittel; Rohstoff und Bindeeigenschaft bleiben offen.","APPLICABLE"
"STARCHES","stärkehaltige Zutat oder Sättigungsbeilage","OPEN","","BREAD|BREADCRUMBS|BREAD_DUMPLING|CASSAVA|CHESTNUT|DUMPLING_WRAPPERS|FLOUR|FRUIT_DUMPLING|GNOCCHI|GRAINS|JERUSALEM_ARTICHOKE|NOODLES|PLANTAIN|POTATO|RICE_PRODUCTS|STARCH_BINDERS|SWEET_POTATO|TARO|YAM","Offene Vorgabe für stärkeprägende Zutaten oder Sättigungsbeilagen; Getreide, Knolle und Produktform bleiben wählbar.","APPLICABLE"
"STARFRUIT","Sternfrucht oder Karambole","SPECIFIC","TROPICAL_FRUIT","","Saftig-knackige Sternfrucht mit je nach Reife deutlich säuerlichem bis mild süßem Geschmack; roh, in Salaten oder als säuernde Frucht in warmen Gerichten verwendbar.","APPLICABLE"
"STEM_VEGETABLES","Stängelgemüse","OPEN","VEGETABLES","ASPARAGUS|BAMBOO_SHOOTS|CELERY_STALK|FENNEL|RHUBARB","Offene Vorgabe für Gemüse mit kulinarisch prägendem Stiel, Spross oder verdickter Sprossachse.","APPLICABLE"
"STICKY_RICE","Klebreis","SPECIFIC","RICE","","Klebreis mit hohem Amylopektinanteil und stark haftender Textur; weiß, schwarz oder violett möglich, nicht Sushireis.","APPLICABLE"
"STINKY_TOFU","Stinky Tofu","SPECIFIC","FERMENTED_TOFU","","Intensiv fermentierter Tofu ostasiatischer Art mit markantem Geruch; Produktform und spätere Garung bleiben offen.","APPLICABLE"
"STOCKFISH","Stockfisch","SPECIFIC","COD|DRIED_FISH","","Ungesalzener, luftgetrockneter Fisch, typischerweise Kabeljau; nicht mit gesalzenem und getrocknetem Klippfisch gleichsetzen.","APPLICABLE"
"STOCKS","Brühe oder Fond","OPEN","","BEEF_STOCK|CHICKEN_STOCK|DASHI|FISH_STOCK|MUSHROOM_STOCK|PORK_STOCK|VEGETABLE_STOCK","Offene Vorgabe für Brühe oder Fond als aromatische Flüssigkeitsbasis; tierische, pflanzliche und pilzbasierte Formen sind möglich.","APPLICABLE"
"STONE_FRUIT","Steinobst","OPEN","FRUIT","APRICOT|CHERRY|MIRABELLE|NECTARINE|PEACH|PLUM","Offene Vorgabe für Steinobst mit einem zentralen harten Kern; Art, Süße und Reifegrad bleiben wählbar.","APPLICABLE"
"STRAWBERRY","Erdbeere","SPECIFIC","BERRIES","","Erdbeere mit süß-säuerlichem, aromatischem Fruchtfleisch; frisch oder ungesüßt tiefgekühlt verwendbar.","APPLICABLE"
"STROOPWAFEL","Stroopwafel","SPECIFIC","CONFECTIONERY|WAFFLES","","Zwei dünne Waffeln mit süßer Sirup- oder Karamellfüllung; gemeint ist die fertige Süßware, nicht eine allgemeine Waffel oder der Sirup allein.","APPLICABLE"
"SUGAR_SNAP_PEAS","Zuckerschoten","SPECIFIC","PEAS|POD_VEGETABLES","","Zuckerschoten mit essbarer knackiger Hülse und süßen jungen Erbsen; nicht ausgelöste grüne Erbsen.","APPLICABLE"
"SUGARCANE_VINEGAR","Zuckerrohressig","SPECIFIC","VINEGAR","","Natürlich fermentierter Essig auf Basis von Zuckerrohr beziehungsweise Zuckerrohrsaft. Gemeint ist die generische Essigart; nicht auf Sukang Iloko oder eine bestimmte Marke beschränkt.","APPLICABLE"
"SUMAC","Sumach","SPECIFIC","SPICES","","Getrocknete gemahlene Sumachfrüchte mit fruchtig-zitroniger Säure; nicht giftiger Zier-Sumach.","APPLICABLE"
"SUN_DRIED_TOMATO","getrocknete Tomaten","SPECIFIC","TOMATO|TOMATO_PRODUCTS","","Durch Trocknung konzentrierte Tomaten mit süß-säuerlichem Umami; trocken oder in Öl eingelegt verwendbar.","APPLICABLE"
"SUNFLOWER_SEEDS","Sonnenblumenkerne","SPECIFIC","SEEDS","","Sonnenblumenkerne mit mild-nussigem Geschmack; geschält, roh oder geröstet verwendbar.","APPLICABLE"
"SURIMI","Surimi","SPECIFIC","FISH","","Gegartes geformtes Fischmusprodukt, häufig als Krebsfleischimitat; nicht echtes Krabbenfleisch.","APPLICABLE"
"SUSHI_RICE","Sushireis","SPECIFIC","RICE","","Japanischer Rundkornreis mit haftender Textur, üblicherweise nach dem Garen gewürzt; nicht beliebiger Klebreis.","APPLICABLE"
"SWEET_PAPRIKA_POWDER","Paprikapulver edelsüß","SPECIFIC","PAPRIKA_POWDER","","Mildes süßlich-fruchtiges Paprikapulver ohne prägende Schärfe oder Räucherung.","APPLICABLE"
"SWEET_POTATO","Süßkartoffel","SPECIFIC","ROOT_VEGETABLES|STARCHES","","Stärkereiche Süßkartoffelknolle mit süßlichem Geschmack; orange, violette und helle Sorten sind umfasst, nicht Yams.","APPLICABLE"
"SWEETENERS","Süßungsmittel","OPEN","","BROWN_SUGAR|CONDENSED_MILK|HONEY|KECAP_MANIS|MIRIN|MOLASSES|PALM_SUGAR|SYRUP|WHITE_SUGAR","Offene Vorgabe für Zucker, Sirupe, Honig und andere kulinarische Süßungsmittel; Form und Eigengeschmack bleiben offen.","APPLICABLE"
"SWORDFISH","Schwertfisch","SPECIFIC","FISH","","Schwertfisch mit festem, fleischigem und eher magerem Fischfleisch; meist als Steak oder Filet verwendet.","APPLICABLE"
"SYRUP","Sirup","OPEN","SWEETENERS","AGAVE_SYRUP|DATE_SYRUP|LIEGE_SYRUP|MAPLE_SYRUP|POMEGRANATE_MOLASSES","Offene Familie dick- oder dünnflüssiger konzentrierter Sirupe zur Süßung oder Würzung. Umfasst pflanzen- und fruchtbasierte Sirupe sowie vergleichbare konzentrierte Fruchtsirupe; nicht jedes flüssige Süßungsmittel ist automatisch ein Sirup.","APPLICABLE"
"TABLEA","Tablea oder Tableya","SPECIFIC","COCOA_PRODUCTS","","Philippinische gepresste beziehungsweise geformte Kakaomasse aus gerösteten und gemahlenen Kakaobohnen, traditionell insbesondere für Tsokolate. Gemeint ist reine oder nur gering gesüßte Tablea; nicht Kakaopulver oder gewöhnliche Tafelschokolade.","APPLICABLE"
"TAHINI","Tahini","SPECIFIC","NUT_AND_SEED_PASTES|SESAME_SEEDS","","Fein vermahlene Sesampaste, meist aus geschältem und geröstetem oder ungeröstetem Sesam; nicht fertige Tahinisauce.","APPLICABLE"
"TAI_PLA","Tai Pla","SPECIFIC","FERMENTED_SEASONINGS|READY_SAUCES_AND_PASTES","","Sehr intensive südthailändische Würze aus salzfermentierten Fischinnereien, vor allem als Basis für Kaeng Tai Pla. Nicht Fischsauce, Pla Ra oder bloß rohe Fischinnereien.","APPLICABLE"
"TAMARI","Tamari","SPECIFIC","SOY_SAUCE","","Japanische Sojasauce mit hohem Soja- und meist geringem oder keinem Weizenanteil; kräftig und umamireich.","APPLICABLE"
"TAMARIND","Tamarinde","SPECIFIC","TROPICAL_FRUIT","","Säuerliche Frucht, in Deutschland für die Küche meist als Paste, Block oder Konzentrat erhältlich.","APPLICABLE"
"TAPENADE","Tapenade","SPECIFIC","OLIVES|READY_SAUCES_AND_PASTES","","Mediterrane Olivenpaste mit typischerweise Kapern und häufig Sardellen; konkrete Olivensorte und Würzung variieren.","APPLICABLE"
"TAPIOCA_STARCH","Tapiokastärke","SPECIFIC","STARCH_BINDERS","","Feine Stärke aus Maniok mit starker Bindung und elastischer Texturwirkung; nicht ganze Maniokwurzel.","APPLICABLE"
"TARO","Taro","SPECIFIC","ROOT_VEGETABLES|STARCHES","","Stärkereiche Taroknolle mit mild-nussigem Geschmack; nur geschält und vollständig gegart verwenden.","APPLICABLE"
"TARRAGON","Estragon","SPECIFIC","FRESH_HERBS","","Estragonblätter mit anisartigem, leicht bitterem Aroma; frisch oder getrocknet verwendbar.","APPLICABLE"
"TEA","Tee","OPEN","","BLACK_TEA|GREEN_TEA|OOLONG_TEA|WHITE_TEA","Offene Vorgabe für Aufguss und Blattmaterial der Teepflanze; Oxidation, Röstung und Sorte bleiben wählbar.","APPLICABLE"
"TEMPEH","Tempeh","SPECIFIC","PLANT_PROTEIN_PRODUCTS|SOY_PRODUCTS","","Fester fermentierter Kuchen aus ganzen Sojabohnen mit nussigem Aroma und gutem Biss; nicht Tofu oder texturiertes Sojaprotein.","APPLICABLE"
"TERIYAKI_SAUCE","Teriyakisauce","SPECIFIC","READY_SAUCES_AND_PASTES","","Japanisch geprägte süß-salzige Glasur- und Würzsauce auf Sojasaucenbasis; Dicke und Süße variieren.","APPLICABLE"
"THAI_BASIL","Thai-Basilikum","SPECIFIC","BASIL","","Thai-Basilikum mit anis- beziehungsweise lakritzartigem Aroma und festerem Blatt; nicht gewöhnliches süßes Basilikum.","APPLICABLE"
"THAI_EGGPLANT","Thai-Aubergine","SPECIFIC","EGGPLANT","","Kleine runde Thai-Auberginen, meist grün-weiß und fest, die in Currys ihre Form behalten und leicht herb schmecken. Nicht mit Erbsenauberginen gleichsetzen.","APPLICABLE"
"THAI_GREEN_CURRY_PASTE","grüne Thai-Currypaste","SPECIFIC","READY_CURRY_PASTE","","Grüne Thai-Currypaste mit frischen grünen Chilis, Kräutern und Aromaten; Markenrezepturen variieren.","APPLICABLE"
"THAI_RED_CURRY_PASTE","rote Thai-Currypaste","SPECIFIC","READY_CURRY_PASTE","","Rote Thai-Currypaste auf Basis getrockneter roter Chilis, Aromaten und Gewürzen; Markenrezepturen variieren.","APPLICABLE"
"THAI_YELLOW_CURRY_PASTE","gelbe Thai-Currypaste","SPECIFIC","READY_CURRY_PASTE","","Gelbe Thai-Currypaste mit Kurkuma und warmen Gewürzen neben Chili und Aromaten; nicht Currypulver.","APPLICABLE"
"THYME","Thymian","SPECIFIC","FRESH_HERBS","","Thymianblätter mit kräftig herb-würzigem Aroma; frisch oder getrocknet verwendbar.","APPLICABLE"
"TOFU","Tofu","SPECIFIC","PLANT_PROTEIN_PRODUCTS|SOY_PRODUCTS","FERMENTED_TOFU|FIRM_TOFU|SILKEN_TOFU|SMOKED_TOFU","Geronnener Sojabohnenquark; Festigkeit und Wassergehalt bleiben offen, fermentierte und geräucherte Formen sind getrennt.","APPLICABLE"
"TOMATILLO","Tomatillo","SPECIFIC","FRUIT_VEGETABLES","","Grüne bis gelbliche Physalis-Verwandte mit papierartiger Hülle und frischer, deutlich säuerlicher Frucht; nicht grüne Tomate.","APPLICABLE"
"TOMATO","Tomate","SPECIFIC","FRUIT_VEGETABLES","CANNED_TOMATOES|CHERRY_TOMATO|SUN_DRIED_TOMATO|TOMATO_PASSATA","Frische Tomate als saftig-säuerliches Fruchtgemüse; Sorte, Farbe und Größe bleiben offen.","APPLICABLE"
"TOMATO_PASSATA","passierte Tomaten","SPECIFIC","TOMATO|TOMATO_PRODUCTS","","Fein passierte, unkonzentrierte Tomaten ohne Schale und Kerne; nicht Tomatensauce oder Tomatenmark.","APPLICABLE"
"TOMATO_PASTE","Tomatenmark","SPECIFIC","TOMATO_PRODUCTS","","Stark konzentriertes Tomatenpüree mit dichtem Umami; einfach bis mehrfach konzentriert, nicht Ketchup.","APPLICABLE"
"TOMATO_PRODUCTS","Tomatenprodukt","OPEN","","CANNED_TOMATOES|KETCHUP|SUN_DRIED_TOMATO|TOMATO_PASSATA|TOMATO_PASTE|TOMATO_SAUCE","Offene Vorgabe für verarbeitete Tomatenprodukte wie Konserve, Passata, Mark oder schlichte Sauce.","APPLICABLE"
"TOMATO_SAUCE","einfache Tomatensauce","SPECIFIC","READY_SAUCES_AND_PASTES|TOMATO_PRODUCTS","","Schlichte fertige Tomatensauce ohne Bindung an eine konkrete Gewürzrichtung.","APPLICABLE"
"TORTILLA","Tortilla","SPECIFIC","BREAD","","Dünnes ungesäuertes Fladenbrot aus nixtamalisiertem Mais oder Weizen; nicht spanische Eier-Kartoffel-Tortilla.","APPLICABLE"
"TRIPE","Kutteln","SPECIFIC","BEEF|OFFAL","","Gereinigte essbare Vormägen, meist vom Rind, mit fester wabenartiger Textur; ausreichend vorgaren.","APPLICABLE"
"TROPICAL_FRUIT","Tropenfrucht","OPEN","FRUIT","AVOCADO|BANANA|CALAMANSI|COCONUT|DRAGON_FRUIT|GAC_FRUIT|GUAVA|JACKFRUIT|LYCHEE|MANGO|PAPAYA|PASSION_FRUIT|PINEAPPLE|PLANTAIN|STARFRUIT|TAMARIND","Offene Vorgabe für kulinarisch als tropisch verstandenes Obst; Art, Reife und Säure-Süße-Profil bleiben wählbar.","APPLICABLE"
"TROUT","Forelle","SPECIFIC","OILY_FISH","SMOKED_TROUT","Forelle als fettreicher Süßwasserfisch mit zartem Fleisch; frisch oder tiefgekühlt, nicht geräuchert.","APPLICABLE"
"TROUT_ROE","Forellenrogen","SPECIFIC","FISH_ROE","","Forellenrogen mit kleinen orangefarbenen, salzig platzenden Eiern; meist leicht gesalzen erhältlich.","APPLICABLE"
"TRUFFLE","Trüffel","SPECIFIC","MUSHROOMS","","Essbare Trüffel mit intensiv erdigem Aroma; frisch oder als hochwertiges Produkt mit erkennbarem Trüffelanteil verwendbar.","APPLICABLE"
"TUNA","Thunfisch","SPECIFIC","FISH","CANNED_TUNA","Gemeint ist Thunfisch als eigenständige Kochzutat, nicht zwingend Dosenware.","APPLICABLE"
"TURKEY","Pute","SPECIFIC","POULTRY","TURKEY_BREAST|TURKEY_MINCE","Putenfleisch ohne Festlegung auf Brust, Keule oder Hack; Zuschnitt und Fettanteil bleiben offen.","APPLICABLE"
"TURKEY_BREAST","Putenbrust","SPECIFIC","TURKEY","","Mageres helles Brustfleisch der Pute; als Filet, Schnitzel oder größeres Stück verwendbar.","APPLICABLE"
"TURKEY_MINCE","Putenhack","SPECIFIC","MINCED_MEAT|TURKEY","","Zerkleinertes Putenfleisch mit geringem bis mittlerem Fettanteil; nicht gemischtes Geflügelhack.","APPLICABLE"
"TURMERIC","Kurkuma","SPECIFIC","SPICES","","Getrocknetes gemahlenes Kurkuma mit erdig-warmem Aroma und starker gelber Färbung; nicht frisches Rhizom.","APPLICABLE"
"TURNIP","Speiserübe","SPECIFIC","ROOT_VEGETABLES","","Speiserübe mit weißem bis gelblichem, mild scharfem Wurzelfleisch; nicht Steckrübe.","APPLICABLE"
"TURRON","Turrón","OPEN","CONFECTIONERY","","Spanische Turrón-Süßwarenfamilie; umfasst insbesondere klassische harte und weiche nussbasierte Varianten wie Alicante und Jijona sowie etablierte weitere Ausprägungen. Nicht generisch jedes Nougat.","APPLICABLE"
"TVP","Sojagranulat","SPECIFIC","PLANT_PROTEIN_PRODUCTS|SOY_PRODUCTS","","Texturiertes Sojaprotein, häufig als Granulat oder Schnetzel verkauft.","APPLICABLE"
"TWAROG","Twaróg","SPECIFIC","QUARK","","Polnischer frischer Sauermilch- oder Bruchkäse mit krümeligem bis cremigem Gefüge; Quark ist als Ersatz ähnlich, aber nicht identisch. Nicht mit körnigem Hüttenkäse gleichsetzen.","APPLICABLE"
"UBE","Ube","SPECIFIC","YAM","","Violette Yamswurzel mit mild-süßlichem, nussigem Aroma; frisch, tiefgekühlt oder als ungesüßtes Püree, nicht violette Süßkartoffel.","APPLICABLE"
"UDON","Udon","SPECIFIC","NOODLES","","Dicke japanische Weizennudeln mit weichem, elastischem Biss; frisch, gefroren oder getrocknet verwendbar.","APPLICABLE"
"VANILLA","Vanille","SPECIFIC","SPICES","","Echte Vanille als Schote, Mark oder reiner Extrakt mit floral-süßem Aroma; nicht Vanillinzucker.","APPLICABLE"
"VEAL","Kalbfleisch","OPEN","MEAT","VEAL_CHEEK|VEAL_CHOP|VEAL_CUTLET|VEAL_GOULASH|VEAL_LIVER|VEAL_MINCE|VEAL_ROAST|VEAL_SHANK|VEAL_STEAK|VEAL_STRIPS|VEAL_SWEETBREAD|WHITE_SAUSAGE","Offene Vorgabe für Kalbfleisch; Zuschnitt, Fettanteil und Garmethode bleiben bewusst wählbar.","APPLICABLE"
"VEAL_CHEEK","Kalbsbäckchen","SPECIFIC","VEAL","","Kleines, stark beanspruchtes Muskelstück aus der Backe mit viel Kollagen und feiner Faser. Es benötigt langes Schmoren, wird dann sehr zart und ergibt eine kräftige, gelatinebetonte Sauce.","APPLICABLE"
"VEAL_CHOP","Kalbskotelett","SPECIFIC","VEAL","","Knochenhaltige Scheibe aus dem Kalbsrücken beziehungsweise Karree mit magerem Fleischauge und meist etwas Randfett. Sie wird kurz gebraten oder gegrillt; der Knochen grenzt sie vom ausgelösten Kalbssteak ab.","APPLICABLE"
"VEAL_CUTLET","Kalbsschnitzel","SPECIFIC","VEAL","","Dünne Kalbfleischscheibe für Schnitzel; paniert oder unpaniert, gemeint ist der Zuschnitt.","APPLICABLE"
"VEAL_GOULASH","Kalbsgulasch","SPECIFIC","VEAL","","Rohe Würfel oder grobe Stücke vom Kalb für Ragouts und andere langsam gegarte Gerichte; nicht das fertig gewürzte Gericht. Bindegewebsreichere Zuschnitte werden durch Schmoren zart und geben der Sauce Körper.","APPLICABLE"
"VEAL_LIVER","Kalbsleber","SPECIFIC","OFFAL|VEAL","","Zarte Kalbsleber mit milderem Geschmack als Rinderleber; kurze Garung bewahrt die weiche Textur.","APPLICABLE"
"VEAL_MINCE","Kalbshackfleisch","SPECIFIC","MINCED_MEAT|VEAL","","Gewolftes Kalbfleisch mit mildem Geschmack und meist geringerem Fettanteil als gemischtes Hack. Es eignet sich etwa für Füllungen, Klöße, Frikadellen oder Saucen, verlangt wegen seiner mageren Struktur aber vorsichtige Garung.","APPLICABLE"
"VEAL_ROAST","Kalbsbraten","SPECIFIC","VEAL","","Größeres zusammenhängendes Stück Kalbfleisch zum Braten oder Schmoren; der anatomische Zuschnitt bleibt bewusst offen. Garmethode und Garzeit richten sich nach Fett- und Bindegewebsanteil des gewählten Stücks.","APPLICABLE"
"VEAL_SHANK","Kalbshaxe","SPECIFIC","VEAL","","Quergeschnittene oder ganze Kalbshaxe mit Knochen und Kollagen; für langsames Schmoren wie bei Ossobuco geeignet.","APPLICABLE"
"VEAL_STEAK","Kalbssteak","SPECIFIC","VEAL","","Dicke, ausgelöste Scheibe aus einem zarten Kalbsteilstück, etwa Rücken oder Hüfte; nicht das dünne Kalbsschnitzel. Sie eignet sich zum kurzen Braten oder Grillen und sollte wegen ihrer mageren, feinen Struktur nicht übergart werden.","APPLICABLE"
"VEAL_STRIPS","Kalbsgeschnetzeltes","SPECIFIC","VEAL","","In schmale Streifen geschnittenes, meist mageres Kalbfleisch zum sehr kurzen Anbraten. Gemeint ist der rohe Zuschnitt; eine Sauce oder ein bestimmtes Gericht wie Zürcher Geschnetzeltes ist nicht vorgegeben.","APPLICABLE"
"VEAL_SWEETBREAD","Kalbsbries","SPECIFIC","OFFAL|VEAL","","Kalbsbries bezeichnet eine zarte Drüse des jungen Kalbes, vor allem den Thymus, mit feiner, cremiger Textur. Vor der Zubereitung wird es meist gewässert, blanchiert und von Häuten befreit; es ist weder Hirn noch gewöhnliches Muskelfleisch.","APPLICABLE"
"VEGETABLE_STOCK","Gemüsebrühe","SPECIFIC","STOCKS","","Pflanzliche Brühe oder Fond aus Gemüse und Aromaten; selbst gekocht oder als schlichtes Fertigprodukt verwendbar.","APPLICABLE"
"VEGETABLES","Gemüse","OPEN","","ALLIUM_VEGETABLES|CABBAGE_VEGETABLES|FLOWER_VEGETABLES|FRUIT_VEGETABLES|LEAFY_GREENS|MUSHROOMS|POD_VEGETABLES|ROOT_VEGETABLES|SEAWEED|SPROUTS|STEM_VEGETABLES","Offene Vorgabe für kulinarisch als Gemüse verwendete Pflanzen und Pflanzenteile; Art und Textur bleiben wählbar.","APPLICABLE"
"VENISON","Hirschfleisch","SPECIFIC","GAME_MEAT","","Hirschfleisch mit magerem, kräftigem Wildaroma; konkrete Hirschart und Zuschnitt bleiben offen.","APPLICABLE"
"VIETNAMESE_CORIANDER","vietnamesischer Koriander","SPECIFIC","FRESH_HERBS","","Vietnamesischer Koriander beziehungsweise Rau răm mit pfeffrig-zitrischem Aroma; botanisch kein echter Koriander.","APPLICABLE"
"VIETNAMESE_SOYBEAN_PASTE","Tương oder vietnamesische Sojabohnenpaste","OPEN","FERMENTED_SEASONINGS|READY_SAUCES_AND_PASTES|SOY_PRODUCTS","","Vietnamesische fermentierte Würze aus Sojabohnen, häufig mit Reis beziehungsweise Klebreis und Salz; je nach regionaler Form dickflüssig bis pastös. Nicht mit flüssiger Sojasauce, Miso oder Hoisinsauce gleichsetzen.","APPLICABLE"
"VINEGAR","Essig","OPEN","","APPLE_CIDER_VINEGAR|BALSAMIC_VINEGAR|BLACK_VINEGAR|COCONUT_VINEGAR|MALT_VINEGAR|NIPA_PALM_VINEGAR|RED_WINE_VINEGAR|RICE_VINEGAR|SHERRY_VINEGAR|SUGARCANE_VINEGAR|WHITE_VINEGAR|WHITE_WINE_VINEGAR","Offene Vorgabe für Speiseessig; Rohstoff, Reife, Süße und Säureprofil bleiben wählbar.","APPLICABLE"
"WAFFLES","Waffel","OPEN","BAKED_GOODS","BRUSSELS_WAFFLE|LIEGE_WAFFLE|NORWEGIAN_WAFFLE|STROOPWAFEL","Offene Waffelfamilie für süße und herzhafte Waffelprodukte. Bekannte Varianten sind Stroopwafel, Brüsseler Waffel und Lütticher Waffel; Belag oder Füllung werden nicht vorausgesetzt.","APPLICABLE"
"WAKAME","Wakame","SPECIFIC","SEAWEED","","Zarte grüne Braunalge mit mildem Meeresaroma, meist getrocknet erhältlich; nicht Kombu oder Nori.","APPLICABLE"
"WALNUT","Walnüsse","SPECIFIC","NUTS","","Walnusskerne mit herb-nussigem Geschmack und hohem Fettanteil; roh oder geröstet verwendbar.","APPLICABLE"
"WATER_CHESTNUT","Wasserkastanien","SPECIFIC","ROOT_VEGETABLES","","Knackige unterirdische Sprossknollen der Wasserkastanie, frisch oder in Dose; botanisch keine Nuss.","APPLICABLE"
"WATER_SPINACH","Wasserspinat oder Kangkong","SPECIFIC","LEAFY_GREENS","","Wasserspinat beziehungsweise Kangkong mit hohlen Stielen und zarten Blättern; nicht gewöhnlicher Spinat.","APPLICABLE"
