concept_code,display_name,active,random_draw_enabled,challenge_specificity,current_cooking_novelty,current_availability_georgia,current_availability_tobias,current_base_draw_weight,direct_parent_codes,direct_child_codes,curator_note,proposed_review_applicability,proposed_cooking_novelty,proposed_availability_georgia,proposed_availability_tobias,proposed_base_draw_weight_review,review_rationale,evidence,approval_status
OAT_DRINK,Haferdrink,true,true,SPECIFIC,1,EASY,EASY,0.6000,PLANT_DRINKS,,Flüssiger Pflanzendrink auf Haferbasis; gesüßte und ungesüßte sowie baristataugliche Varianten sind umfasst.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
OCTOPUS,Oktopus,true,true,SPECIFIC,4,PLANNED,DIFFICULT,0.3000,MOLLUSCS|SEAFOOD,,"Oktopus mit festen Armen und kollagenreichem Fleisch, das durch geeignete Garung zart wird; nicht Kalmar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
OFFAL,Innereien,true,true,OPEN,3,EASY,EASY,0.3500,MEAT,BEEF_HEART|BEEF_LIVER|BEEF_TONGUE|BLOOD_SAUSAGE|BONE_MARROW|CHICKEN_FEET|CHICKEN_LIVER|FOIE_GRAS|LIVER_PATE|LIVER_SAUSAGE|PORK_LIVER|PORK_TONGUE|TRIPE|VEAL_LIVER|VEAL_SWEETBREAD,Offene Vorgabe für essbare Innereien und verwandte Schlachtteile; Tierart und Organ bleiben bewusst wählbar.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
OILS,Speiseöl,true,false,OPEN,1,EASY,EASY,0.4000,COOKING_FATS,CHILI_OIL|COCONUT_OIL|NEUTRAL_OIL|OLIVE_OIL|SESAME_OIL,"Offene Vorgabe für flüssige Speiseöle; Rohstoff, Raffination, Eigengeschmack und Hitzetoleranz bleiben offen.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
OILY_FISH,fettreicher Fisch,true,false,OPEN,2,EASY,EASY,0.6500,FISH,ANCHOVIES|EEL|HERRING|MACKEREL|SALMON|SARDINES|TROUT,Offene Vorgabe für fettreiche Fischarten mit kräftigerem Geschmack und saftigem Fleisch.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
OKRA,Okra,true,true,SPECIFIC,3,EASY,EASY,0.5000,FRUIT_VEGETABLES|POD_VEGETABLES,,Junge Okraschoten mit grasig-mildem Geschmack; ihre Samen und Schleimstoffe entwickeln beim Garen eine charakteristische Bindung.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
OLIVES,Oliven,true,true,SPECIFIC,1,EASY,EASY,0.6000,PRESERVED_PRODUCE,TAPENADE,"Essfertig entbitterte Oliven in Lake oder Öl; Farbe, Sorte, Entsteinung und Würzung bleiben offen.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
OLIVE_OIL,Olivenöl,true,true,SPECIFIC,1,EASY,EASY,0.6500,OILS,,Speiseöl aus Oliven; natives aromatisches und raffiniertes milderes Öl sind je nach Anwendung möglich.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
OLOMOUC_TVARUZKY,Olmützer Quargel,true,true,SPECIFIC,4,PLANNED,DIFFICULT,0.2500,CHEESE,,"Olomoucké tvarůžky: tschechischer g.g.A.-Schmierkäse aus Sauermilchquark mit höchstens 1 % Fett, kräftigem bis sehr scharfem Aroma und ausgeprägter Reifungsnote. Nicht mit beliebigem Harzer Käse oder Quark gleichsetzen.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
ONION,Zwiebel,true,true,SPECIFIC,1,EASY,EASY,0.7500,ALLIUM_VEGETABLES,FRIED_ONIONS|RED_ONION,"Küchenzwiebel mit schwefelig-scharfem, beim Garen süßlichem Aroma; gelbe beziehungsweise braune Standardsorte gemeint.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
ONION_POWDER,Zwiebelpulver,true,true,SPECIFIC,1,EASY,EASY,0.6000,SPICES,,Getrocknete gemahlene oder granulierte Zwiebel mit konzentriertem Aroma; nicht frische Zwiebel oder Zwiebelsalz.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
OOLONG_TEA,Oolongtee,true,true,SPECIFIC,2,EASY,EASY,0.3000,TEA,,Teiloxidierter Tee zwischen grünem und schwarzem Tee; Stil reicht von floral-leicht bis dunkel geröstet.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
ORANGE,Orange,true,true,SPECIFIC,1,EASY,EASY,0.9000,CITRUS_FRUIT,BLOOD_ORANGE,Süße Orange mit saftigem Fruchtfleisch und aromatischer Schale; Blutorange bleibt als eigene Ausprägung getrennt.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
OREGANO,Oregano,true,true,SPECIFIC,1,EASY,EASY,0.6500,FRESH_HERBS,,"Oregano mit kräftig-herbem, warmem Kräuteraroma; frisch oder getrocknet verwendbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
ORZO,Kritharaki oder Orzo,true,true,SPECIFIC,2,EASY,EASY,0.6500,WHEAT_PASTA,,"Kleine reisförmige Weizenpasta, auch Kritharaki genannt; trotz der Form kein Reis.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
OXTAIL,Ochsenschwanz,true,true,SPECIFIC,4,PLANNED,DIFFICULT,0.3500,BEEF,,"Quergeschnittener Rinderschwanz mit Knochen, Fett und viel Kollagen; für langsames Schmoren oder Brühen geeignet.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
OYSTER,Austern,true,true,SPECIFIC,5,DIFFICULT,DIFFICULT,0.2500,BIVALVES,,Auster als essbare Muschel mit jodig-salzigem Geschmack; lebend in der Schale oder ausgelöst verwendbar.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
OYSTER_MUSHROOM,Austernpilze,true,true,SPECIFIC,2,EASY,EASY,0.8000,MUSHROOMS,,"Austernseitling mit breitem Hut, zart-faseriger Textur und mildem Umami; nicht Kräuterseitling.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
OYSTER_SAUCE,Austernsauce,true,true,SPECIFIC,2,EASY,EASY,0.6000,READY_SAUCES_AND_PASTES,,Dicke salzig-süßliche Würzsauce mit Austernextrakt und Umami; vegetarische Pilzvarianten sind nicht gemeint.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PADRON_PEPPER,Padrón-Paprika,true,true,SPECIFIC,2,DIFFICULT,DIFFICULT,0.5000,CHILI,,"Kleine grüne Paprika der Padrón-/Pemento-de-Herbón-Tradition; überwiegend mild, einzelne Früchte deutlich scharf. Gemeint ist die frische ganze Paprika, nicht ein fertiges Tapasgericht.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PAK_CHOI,Pak Choi,true,true,SPECIFIC,2,EASY,EASY,0.9500,CABBAGE_VEGETABLES|LEAFY_GREENS,,Asiatisches Kohlgemüse mit saftigen hellen Stielen und dunklen Blättern; beide Teile sind essbar.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PALM_SUGAR,Palmzucker,true,true,SPECIFIC,2,EASY,PLANNED,0.4500,SWEETENERS,,"Aus Palmensaft eingekochter Zucker mit karamelligem Aroma; Block-, Pasten- und Granulatformen sind umfasst.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PANCETTA,Pancetta,true,true,SPECIFIC,3,PLANNED,PLANNED,0.4500,CURED_MEAT|PORK_BELLY,,"Italienischer gepökelter, meist ungeräucherter Schweinebauch; gerollt oder flach und roh zu garen beziehungsweise gereift.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PANDAN_LEAVES,Pandanblätter,true,true,SPECIFIC,4,PLANNED,DIFFICULT,0.2500,FRESH_HERBS,,"Lange aromatische Pandanblätter mit süßlich-grünem, vanilleähnlichem Duft; meist zum Mitgaren oder Extrahieren.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PANEER,Paneer,true,true,SPECIFIC,2,EASY,PLANNED,0.6000,CHEESE,,"Ungereifter indischer Frischkäse mit fester, nicht schmelzender Textur; typischerweise aus Kuh- oder Büffelmilch.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PANGASIUS,Pangasius,true,true,SPECIFIC,1,EASY,EASY,0.7500,WHITE_FISH,,"Milder weißfleischiger Süßwasserfisch, meist als grätenarmes Filet erhältlich.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PANKO,Panko,true,true,SPECIFIC,1,EASY,EASY,0.6500,BREADCRUMBS,,Grobe luftige japanische Weißbrotbrösel für besonders knusprige Panaden; nicht feine Semmelbrösel.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PAPAYA,Papaya,true,true,SPECIFIC,2,EASY,PLANNED,0.5500,TROPICAL_FRUIT,GREEN_PAPAYA,"Reife Papaya mit weichem, süß-mildem Fruchtfleisch; grüne unreife Papaya bleibt getrennt.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PAPRIKA_POWDER,Paprikapulver,true,false,OPEN,1,EASY,EASY,0.6500,SPICES,HOT_PAPRIKA_POWDER|SMOKED_PAPRIKA|SWEET_PAPRIKA_POWDER,"Paprikapulver als Gewürzfamilie mit süßen, scharfen und geräucherten Varianten; nicht frische Paprika.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PARMESAN,Parmesan,true,true,SPECIFIC,1,EASY,EASY,0.6500,CHEESE,,"Sehr harter, lange gereifter italienischer Kuhmilchkäse nach Parmesan-Art; würzig, salzig und umamireich.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PARSLEY,Petersilie,true,true,SPECIFIC,1,EASY,EASY,0.7000,FRESH_HERBS,,"Frische Petersilienblätter mit grün-würzigem Aroma; glatte und krause Formen sind umfasst, nicht Petersilienwurzel.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PARSLEY_ROOT,Petersilienwurzel,true,true,SPECIFIC,2,PLANNED,PLANNED,0.6000,ROOT_VEGETABLES,,Essbare Wurzel der Wurzelpetersilie; aromatisches Wurzelgemüse. Nicht mit Pastinake und nicht mit Petersilienblättern gleichsetzen.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PARSNIP,Pastinake,true,true,SPECIFIC,2,EASY,EASY,0.7500,ROOT_VEGETABLES,,"Pastinake mit süßlich-erdigem, leicht würzigem Wurzelfleisch; nicht Petersilienwurzel.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PASSION_FRUIT,Passionsfrucht,true,true,SPECIFIC,3,EASY,EASY,0.5000,TROPICAL_FRUIT,,Passionsfrucht mit aromatischem süß-saurem Fruchtmark und knackigen essbaren Kernen.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PASTIS,Pastis,true,true,SPECIFIC,3,PLANNED,PLANNED,0.2500,COOKING_ALCOHOL,,"Anisbetonte französische Spirituose nach Pastis-Art, typischerweise zusätzlich mit Süßholz und weiteren Kräutern beziehungsweise Gewürzen aromatisiert. Nicht Absinth oder beliebiger Anislikör.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PEACH,Pfirsich,true,true,SPECIFIC,1,EASY,EASY,0.6500,STONE_FRUIT,,Pfirsich mit samtiger Schale und saftigem süß-aromatischem Fruchtfleisch; weiß- und gelbfleischige Sorten sind umfasst.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PEANUT,Erdnüsse,true,true,SPECIFIC,1,EASY,EASY,0.7000,NUTS,PEANUT_BUTTER,"Erdnusskerne mit kräftig-nussigem Aroma; roh, geröstet, ganz oder gehackt verwendbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PEANUT_BUTTER,Erdnussbutter,true,true,SPECIFIC,1,EASY,EASY,0.6500,NUT_AND_SEED_PASTES|PEANUT,,"Streichfähige Erdnusspaste, glatt oder stückig; ungesüßte und leicht gesüßte Varianten sind umfasst.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PEANUT_SATAY_SAUCE,Erdnuss-Satay-Sauce,true,true,SPECIFIC,2,EASY,EASY,0.5000,READY_SAUCES_AND_PASTES,,"Fertige erdnussbasierte Satay-/Pindasaus; typischerweise süß-salzig und kräftig nussig, konkrete Würzung und Schärfe können variieren. Nicht mit reinem Erdnussmus oder Erdnussbutter gleichsetzen.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PEAR,Birne,true,true,SPECIFIC,1,EASY,EASY,1.0000,POME_FRUIT,,"Birne als saftiges Kernobst; Sorte, Festigkeit und Verhältnis von Süße zu Säure bleiben offen.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PEARL_BARLEY,Graupen,true,true,SPECIFIC,1,EASY,EASY,0.6500,BARLEY,,"Geschälte und rund geschliffene Gerstenkörner, auch Graupen; schneller garend und weicher als ganze Gerste.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PEAS,Erbsen,true,true,OPEN,1,EASY,EASY,0.6000,LEGUMES,GREEN_PEAS|SPLIT_PEAS|SUGAR_SNAP_PEAS,"Offene Vorgabe für Erbsenkerne; frisch, getrocknet oder gespalten sind mögliche Wege, essbare Hülsen nicht automatisch.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PEA_EGGPLANT,Erbsenaubergine,true,true,SPECIFIC,5,PLANNED,DIFFICULT,0.1800,FRUIT_VEGETABLES,,"Erbsengroße, traubenartig wachsende Früchte von Solanum torvum mit knackigem Biss und deutlich herber Note, besonders für Currys. Keine Miniaturform der gewöhnlichen Aubergine.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PECAN,Pekannüsse,true,true,SPECIFIC,2,EASY,EASY,0.5500,NUTS,,"Pekannusskerne mit buttrigem, mild-süßlichem Aroma; natur oder geröstet verwendbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PECORINO,Pecorino,true,true,SPECIFIC,2,EASY,EASY,0.5500,CHEESE,,"Harter bis halbfester italienischer Schafmilchkäse; Herkunft, Reifegrad und Salzintensität bleiben offen.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PENNE,Penne,true,true,SPECIFIC,1,EASY,EASY,0.8000,WHEAT_PASTA,,Kurze röhrenförmige Weizenpasta mit schrägen Enden; glatt oder geriffelt verwendbar.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PEPPER,Pfeffer,true,false,OPEN,1,EASY,EASY,0.6000,SPICES,BLACK_PEPPER|GREEN_PEPPER|WHITE_PEPPER,Echter Pfeffer und seine Reife- beziehungsweise Verarbeitungsformen; Szechuanpfeffer bleibt eigenständig.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PERILLA_LEAVES,Perillablätter,true,true,SPECIFIC,4,PLANNED,DIFFICULT,0.3000,FRESH_HERBS,,"Frische Perillablätter mit kräftig kräuterigem, leicht minzig-anisigem und teils erdigem Aroma; grüne und violette kulinarische Formen sind umfasst. Nicht vietnamesischer Koriander oder Minze.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PERSIMMON,Kaki,true,true,SPECIFIC,2,EASY,EASY,0.5500,FRUIT,,Kaki mit süßem orangefarbenem Fruchtfleisch; feste nichtadstringierende und weichreife Sorten sind umfasst.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PESTO,Pesto,true,true,SPECIFIC,1,EASY,EASY,0.5500,READY_SAUCES_AND_PASTES,,"Rohe oder wenig erhitzte Kräuter- beziehungsweise Pflanzenpaste mit Öl; Zutatenbasis bleibt offen, nicht nur Pesto Genovese.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PICKLED_CHILI,eingelegte Chili,true,true,SPECIFIC,2,EASY,EASY,0.5000,PRESERVED_PRODUCE,,"In Essig- oder Gewürzlake eingelegte ganze oder geschnittene Chili; Sorte und Schärfe bleiben offen, trockene Formen sind nicht gemeint.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PICKLED_CUCUMBER,Gewürzgurke,true,true,SPECIFIC,1,EASY,EASY,0.7000,CUCUMBER|PRESERVED_PRODUCE,,Essigbasierte Gewürzgurke mit süß-säuerlicher bis würziger Lake; nicht milchsauer fermentierte Salzgurke.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PICKLED_GINGER,eingelegter Ingwer,true,true,SPECIFIC,2,EASY,EASY,0.4500,GINGER|PRESERVED_PRODUCE,,"Dünn geschnittener, süß-säuerlich eingelegter Ingwer nach Gari-Art; nicht frisches Ingwer-Rhizom.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PICKLED_HERRING,eingelegter Hering,true,true,SPECIFIC,2,EASY,EASY,0.5500,HERRING|PRESERVED_FISH,,"Hering in essig- oder säurebasierter Würzlake; süße, zwiebelige und cremig weiterverarbeitete Varianten sind möglich.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PICKLED_MUSHROOMS,eingelegte Pilze,true,true,SPECIFIC,3,PLANNED,PLANNED,0.4000,MUSHROOMS,,In Essiglake eingelegte Speisepilze; eine Fermentation wird nicht vorausgesetzt.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PICKLED_SAUSAGE,eingelegte Wurst,true,true,SPECIFIC,3,DIFFICULT,DIFFICULT,0.3500,SAUSAGE,,"Verzehrfertige Wurst, die über längere Zeit in einer überwiegend essig- beziehungsweise säurebasierten Lake eingelegt wird. Umfasst unter anderem tschechischen Utopenec und vergleichbare eingelegte Wurstprodukte. Nicht bloß mit Essig angemachte Wurst und nicht nur kurz in Essigsud gegarte Wurst.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PIKEPERCH,Zander,true,true,SPECIFIC,2,PLANNED,PLANNED,0.6000,WHITE_FISH,,"Zander als magerer Süßwasserfisch mit festem, mildem Fleisch und wenigen Gräten.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PILSNER_LAGER,Pilsner,true,true,SPECIFIC,1,EASY,EASY,0.3000,BEER,,"Helles untergäriges Lagerbier nach Pilsner Art mit deutlich hopfenbetontem Profil. Gemeint ist der Bierstil, nicht eine bestimmte Marke; Pilsner Urquell ist historischer Referenztyp.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PIMENT_D_ESPELETTE,Piment d’Espelette,true,true,SPECIFIC,4,PLANNED,DIFFICULT,0.2500,CHILI_POWDER,,"Getrocknetes, fein gemahlenes Piment-d’Espelette-Gewürz nach französisch-baskischer Art; nicht generisches Chilipulver oder die frische ganze Schote.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PINEAPPLE,Ananas,true,true,SPECIFIC,1,EASY,EASY,0.9000,TROPICAL_FRUIT,,"Ananas mit saftigem süß-säuerlichem Fruchtfleisch; frisch, tiefgekühlt oder schlicht konserviert verwendbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PINE_NUT,Pinienkerne,true,true,SPECIFIC,2,EASY,EASY,0.5000,NUTS|SEEDS,,"Ölreiche Samen von Pinien mit mild-harzigem, buttrigem Aroma; roh oder geröstet verwendbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PINNEKJOTT,Pinnekjøtt,true,true,SPECIFIC,5,DIFFICULT,DIFFICULT,0.1500,CURED_MEAT,,"Gesalzene und getrocknete Rippen vom Schaf oder Lamm nach Pinnekjøtt-Art; geräucherte Varianten sind möglich, werden aber nicht vorausgesetzt. Gemeint ist das noch zuzubereitende Fleischprodukt, nicht das vollständige Weihnachtsgericht.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PINTO_BEANS,Pintobohnen,true,true,SPECIFIC,2,PLANNED,PLANNED,0.6500,BEANS,,Gesprenkelte Pintobohnen mit erdig-cremigem Geschmack; getrocknet oder vorgegart verwendbar.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PIQUILLO_PEPPER,Piquillo-Paprika,true,true,SPECIFIC,3,PLANNED,PLANNED,0.4500,ROASTED_RED_PEPPER,,"Geröstete und geschälte rote Piquillo-Paprika als küchenfertiges Produkt, typischerweise im Glas oder in der Dose; nicht rohe rote Paprika.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PISTACHIO,Pistazien,true,true,SPECIFIC,1,EASY,EASY,0.6000,NUTS,,"Grüne Pistazienkerne mit süßlich-nussigem Aroma; ungesalzen, roh oder geröstet verwendbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PITA,Pita,true,true,SPECIFIC,1,EASY,EASY,0.7000,FLATBREAD,,"Rundes weiches Fladenbrot, häufig mit beim Backen entstehender Tasche; nicht Tortilla.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PLAICE,Scholle,true,true,SPECIFIC,2,PLANNED,PLANNED,0.7000,WHITE_FISH,,"Scholle als magerer Plattfisch mit zartem, mildem Fleisch; ganz oder als Filet verwendbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PLANTAIN,Kochbanane,true,true,SPECIFIC,2,EASY,PLANNED,0.6000,STARCHES|TROPICAL_FRUIT,,"Stärkereiche Kochbanane, meist gegart verwendet; grüne und reife süßere Stadien sind umfasst, nicht Dessertbanane.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PLANT_DRINKS,pflanzlicher Drink,true,false,OPEN,1,,,1.0000,,ALMOND_DRINK|OAT_DRINK|SOY_DRINK,"Offene Familie flüssiger pflanzlicher Milchalternativen etwa aus Soja, Hafer oder Nüssen; Rohstoff und Süßung bleiben wählbar.",NOT_APPLICABLE_STRUCTURE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,,,PROPOSED_NOT_APPLICABLE
PLANT_PROTEIN_PRODUCTS,pflanzliches Proteinprodukt,true,false,OPEN,2,EASY,EASY,0.4500,,MYCOPROTEIN|NATTO|SEITAN|TEMPEH|TOFU|TVP,"Offene Vorgabe für verarbeitete pflanzliche Proteinprodukte wie Tofu, Seitan oder Mykoprotein; Rohstoff bleibt wählbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PLA_RA,Pla Ra,true,true,OPEN,5,PLANNED,DIFFICULT,0.2200,FERMENTED_SEASONINGS|READY_SAUCES_AND_PASTES,,"Thailändischer, besonders mit Isan verbundener salzfermentierter Süßwasserfisch; je nach Produkt als Fischstücke, Paste oder gekochte flüssige Würze erhältlich. Nicht Fischsauce oder Garnelenpaste.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PLUM,Pflaume,true,true,SPECIFIC,1,EASY,EASY,0.6500,STONE_FRUIT,PLUM_BUTTER|PRUNE,"Pflaume beziehungsweise Zwetschge als saftige Steinfrucht; Sorte, Süße und Festigkeit bleiben offen.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
PLUM_BUTTER,Pflaumenmus,true,true,SPECIFIC,2,EASY,EASY,0.5500,PLUM|PRESERVED_PRODUCE,,"Dick eingekochte Pflaumenzubereitung nach Powidl-/Pflaumenmus-Art; als Füllung, Aufstrich oder süß-fruchtige Kochzutat. Zuckerzusatz kann je nach Produkt variieren. Nicht mit Trockenpflaumen oder beliebiger Pflaumenmarmelade gleichsetzen.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
POBLANO,Poblano,true,true,SPECIFIC,4,PLANNED,DIFFICULT,0.3000,CHILI,,Große dunkelgrüne mexikanische Chili mit milder bis mittlerer Schärfe; getrocknet heißt sie Ancho.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
POD_VEGETABLES,Hülsen- und Schotengemüse,true,true,OPEN,1,EASY,EASY,0.5500,VEGETABLES,BROAD_BEANS|EDAMAME|GREEN_BEANS|GREEN_PEAS|OKRA|SUGAR_SNAP_PEAS,"Offene Vorgabe für Gemüse aus jungen Hülsen, Schoten oder darin enthaltenen frischen Samen.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
POINTED_CABBAGE,Spitzkohl,true,true,SPECIFIC,1,EASY,EASY,1.0000,CABBAGE_VEGETABLES,,Zarter kegelförmiger Spitzkohl mit milderem Geschmack als Weißkohl; roh und gegart verwendbar.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
POLENTA,Polenta,true,true,SPECIFIC,2,EASY,EASY,0.6500,CORN,,Maisgrieß beziehungsweise daraus gegarte schnittfeste oder cremige Polenta; Körnung und Vorbehandlung bleiben offen.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
POLLOCK,Köhler (Seelachs),true,true,SPECIFIC,1,EASY,EASY,1.0000,WHITE_FISH,,"Gemeint ist Köhler beziehungsweise Seelachs (Pollachius virens), nicht Alaska-Seelachs (Gadus chalcogrammus).",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
POMEGRANATE,Granatapfel,true,true,SPECIFIC,2,EASY,EASY,0.6000,FRUIT,,"Granatapfel mit saftig-säuerlichen Samenhüllen; gemeint sind Frucht und Kerne, nicht Sirup.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
POMEGRANATE_MOLASSES,Granatapfelmelasse,true,true,SPECIFIC,3,PLANNED,PLANNED,0.4500,SYRUP,,Dick eingekochter Granatapfelsaft mit intensiver süß-saurer Fruchtigkeit; nicht Zuckerrohrmelasse.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
POMELO,Pomelo,true,true,SPECIFIC,2,EASY,EASY,0.5500,CITRUS_FRUIT,,Sehr große Zitrusfrucht mit dickem Mesokarp und mild bitter-säuerlichen Fruchtsegmenten; nicht Grapefruit.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
POME_FRUIT,Kernobst,true,true,OPEN,1,EASY,EASY,0.6000,FRUIT,APPLE|PEAR|QUINCE,"Offene Vorgabe für Kernobst wie Apfel, Birne oder Quitte; Sorte und Reifegrad bleiben wählbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
