"concept_code"	"display_name"	"review_applicability"	"product_form_basis"	"market_class_georgia"	"market_basis_georgia"	"proposed_availability_georgia"	"availability_note_georgia"	"evidence_requirement_georgia"	"availability_evidence_georgia"	"market_class_tobias"	"market_basis_tobias"	"proposed_availability_tobias"	"availability_note_tobias"	"evidence_requirement_tobias"	"availability_evidence_tobias"	"review_flags"	"approval_status"
"JALAPENO"	"Jalapeño"	"APPLICABLE"	"Dickfleischige frische Chili mit milder bis mittlerer Schärfe; grüne und reife rote Früchte sind umfasst."	"GENERAL_BROAD"	"Katalogpfad frische Chili → Fruchtgemüse → Gemüse. Warengruppe Gemüse oder Pilz, formrelevanter Prüfhinweis aus der vollständigen Definition: »grüne und reife rote Früchte sind umfasst«. Allgemein planbarer, aber nicht lokal garantierter Weg über eine vorab zu prüfendes Sortiment im Bereich »Obst- und Gemüseabteilung« eines großen Bornheimer Markts."	"PLANNED"	"Jalapeño ist über ein vorab zu prüfendes Sortiment im Bereich »Obst- und Gemüseabteilung« eines großen Bornheimer Markts im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel."	"OPTIONAL"	""	"GENERAL_BROAD"	"Die Rostocker Warenprüfung für „Jalapeño“ erfolgt über gut sortierte Vollsortimenter und etablierte deutsche Gemüse- oder Frischehändler."	"PLANNED"	"Jalapeño: Die Rostocker Warenprüfung für „Jalapeño“ erfolgt über gut sortierte Vollsortimenter und etablierte deutsche Gemüse- oder Frischehändler."	"OPTIONAL"	""	"FORM_SENSITIVE|RATING_RECONCILED_V2|TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"JASMINE_RICE"	"Jasminreis"	"APPLICABLE"	"Duftender südostasiatischer Langkornreis mit weicherem, leicht haftendem Korn; nicht Basmatireis."	"GENERAL_LOCAL"	"Katalogpfad Reis → Getreide oder Pseudogetreide → stärkehaltige Zutat oder Sättigungsbeilage. Warengruppe Getreide- oder Stärkeware, formrelevanter Prüfhinweis aus der vollständigen Definition: »nicht Basmatireis«. Regelweg in Bornheim über den Bereich »Reis-, Mehl-, Nudel- oder Trockenwarenregal« eines gewöhnlichen Bornheimer Vollsortimenters."	"EASY"	"Jasminreis: gewöhnlicher lokaler Bezugsweg über den Bereich »Reis-, Mehl-, Nudel- oder Trockenwarenregal«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Für „Jasminreis“ führt der Rostocker Marktweg über das Getreide-, Mehl-, Reis- oder Teigwarenregal eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Jasminreis: Rostocker Bezugsweg über das Getreide-, Mehl-, Reis- oder Teigwarenregal eines gewöhnlichen großen Rostocker Supermarkts."	"OPTIONAL"	""	"RATING_RECONCILED_V2|TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"JENEVER"	"Jenever"	"APPLICABLE"	"Jenever/Genever: wacholderaromatisierte Spirituose mit Getreidedestillat beziehungsweise Moutwijn-Anteil; nicht mit Gin gleichsetzen."	"GENERAL_BROAD"	"Niederländischer Getreide-Wacholderschnaps im allgemeinen Spirituosenversand; Conalco listet Bokma Jonge Graanjenever aus Getreide und Wacholder lagernd."	"PLANNED"	"Jenever: Niederländischer Getreide-Wacholderschnaps im allgemeinen Spirituosenversand; Conalco listet Bokma Jonge Graanjenever aus Getreide und Wacholder lagernd."	"REQUIRED"	"AV2N-A-0119"	"GENERAL_BROAD"	"Niederländischer Getreide-Wacholderschnaps über allgemeinen Spirituosenversand; Bokma Jonge Graanjenever ist bei Conalco lagernd."	"PLANNED"	"Jenever: Niederländischer Getreide-Wacholderschnaps über allgemeinen Spirituosenversand; Bokma Jonge Graanjenever ist bei Conalco lagernd."	"REQUIRED"	"AV2N-A-0119"	"BORDERLINE_PLANNED|EVIDENCE_REQUIRED|RESEARCH_REQUIRED|TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"JERK_SEASONING"	"Jerk-Gewürzmischung"	"APPLICABLE"	"Jamaikanisch geprägte Gewürzmischung mit typischerweise Piment, Thymian und Chili; trocken oder als Marinadenbasis verwendbar."	"GENERAL_BROAD"	"Katalogpfad Gewürzmischung → Gewürz oder trockenes Würzmittel. Warengruppe Gewürz, formrelevanter Prüfhinweis aus der vollständigen Definition: »trocken oder als Marinadenbasis verwendbar«. Allgemein planbarer, aber nicht lokal garantierter Weg über eine vorab zu prüfendes Sortiment im Bereich »Gewürz- und Trockenwürzregal« eines großen Bornheimer Markts."	"PLANNED"	"Jerk-Gewürzmischung ist über ein vorab zu prüfendes Sortiment im Bereich »Gewürz- und Trockenwürzregal« eines großen Bornheimer Markts im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel."	"OPTIONAL"	""	"GENERAL_BROAD"	"Der konkrete Bezug von „Jerk-Gewürzmischung“ läuft über gut sortierte Vollsortimenter und etablierte deutsche Gewürzhändler."	"PLANNED"	"Jerk-Gewürzmischung: Der konkrete Bezug von „Jerk-Gewürzmischung“ läuft über gut sortierte Vollsortimenter und etablierte deutsche Gewürzhändler."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"JERUSALEM_ARTICHOKE"	"Topinambur"	"APPLICABLE"	"Topinamburknolle mit nussig-süßlichem Geschmack und knackiger bis cremiger Textur; nicht Artischocke."	"GENERAL_BROAD"	"Katalogpfad Wurzel- und Knollengemüse → stärkehaltige Zutat oder Sättigungsbeilage → Gemüse. Warengruppe Gemüse oder Pilz, formrelevanter Prüfhinweis aus der vollständigen Definition: »nicht Artischocke«. Allgemein planbarer, aber nicht lokal garantierter Weg über eine reguläre Onlinebestellung im allgemeinen Handel mit formgenauer Artikelsuche."	"PLANNED"	"Topinambur ist über eine reguläre Onlinebestellung im allgemeinen Handel mit formgenauer Artikelsuche im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel."	"OPTIONAL"	""	"GENERAL_BROAD"	"Tobias prüft „Topinambur“ in Rostock über gut sortierte Vollsortimenter und etablierte deutsche Gemüse- oder Frischehändler."	"PLANNED"	"Topinambur: Rostocker Bezugsweg über gut sortierte Vollsortimenter und etablierte deutsche Gemüse- oder Frischehändler."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"JUNIPER_BERRIES"	"Wacholderbeeren"	"APPLICABLE"	"Getrocknete Wacholderbeeren als kräftiges Würzmittel insbesondere für Kohl-, Wild-, Fleisch-, Fisch- und Schmorgerichte; nicht Wacholderholz, Gin oder Wacholderextrakt."	"GENERAL_LOCAL"	"Katalogpfad Gewürz oder trockenes Würzmittel. Warengruppe Gewürz, formrelevanter Prüfhinweis aus der vollständigen Definition: »nicht Wacholderholz, Gin oder Wacholderextrakt«. Regelweg in Bornheim über das örtliche Sortiment »Gewürz- und Trockenwürzregal« beim Wocheneinkauf in Bornheim."	"EASY"	"Wacholderbeeren: gewöhnlicher lokaler Bezugsweg über den Bereich »Gewürz- und Trockenwürzregal«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Die Rostocker Warenprüfung für „Wacholderbeeren“ erfolgt über das Gewürz- oder Backregal eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Wacholderbeeren: gewöhnlicher lokaler Bezugsweg über den Bereich »Wacholderbeeren«."	"OPTIONAL"	""	"RATING_RECONCILED_V2|TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"KAFFIR_LIME_LEAVES"	"Makrut-Limettenblätter"	"APPLICABLE"	"Aromatische Blätter der Makrut-Limette mit intensiv zitrischem Duft; frisch, tiefgekühlt oder getrocknet verwendbar."	"SPECIALTY_BROAD"	"Die ausdrücklich zulässige Trockenform ist reguläre Ware unabhängiger breiter Gewürzhändler in Deutschland und der EU. Getrennte Sortimente und Standardversand tragen Spezialmarktbreite, ohne Frischware oder Supermarktverfügbarkeit zu behaupten."	"SPECIALTY"	"Getrocknete Makrut-Limettenblätter sind reguläre Ware unabhängiger breiter Gewürzhändler in Deutschland und der EU; Standardversand belegt Spezialmarktbreite, nicht die frische Form."	"REQUIRED"	"AV2N-A-0120|AV2N-A-0121"	"SPECIALTY_BROAD"	"Die ausdrücklich zulässige Trockenform ist reguläre Ware unabhängiger breiter Gewürzhändler in Deutschland und der EU. Getrennte Sortimente und Standardversand tragen Spezialmarktbreite, ohne Frischware oder Supermarktverfügbarkeit zu behaupten."	"SPECIALTY"	"Getrocknete Makrut-Limettenblätter sind reguläre Ware unabhängiger breiter Gewürzhändler in Deutschland und der EU; Standardversand belegt Spezialmarktbreite, nicht die frische Form."	"REQUIRED"	"AV2N-A-0120|AV2N-A-0121"	"EVIDENCE_REQUIRED|FORM_SENSITIVE|RESEARCH_REQUIRED|SPECIALTY_MARKET_BREADTH|TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"KALE"	"Grünkohl"	"APPLICABLE"	"Grünkohl mit robusten krausen oder glatten Blättern und kräftig-grünem Geschmack; Stiele je nach Zartheit mitverwenden."	"GENERAL_LOCAL"	"Katalogpfad Kohlgemüse → Blattgemüse → Gemüse. Warengruppe Gemüse oder Pilz, formrelevanter Prüfhinweis aus der vollständigen Definition: »Stiele je nach Zartheit mitverwenden«. Regelweg in Bornheim über den Bereich »Obst- und Gemüseabteilung« eines gewöhnlichen Bornheimer Vollsortimenters."	"EASY"	"Grünkohl: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Für „Grünkohl“ wird das Angebot über die Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts kontrolliert."	"EASY"	"Grünkohl: gewöhnlicher lokaler Bezugsweg über den Bereich »Grünkohl«."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"KASHMIRI_CHILI_POWDER"	"Kashmiri-Chilipulver"	"APPLICABLE"	"Leuchtend rotes Chilipulver nach Kashmiri-Art mit fruchtigem Aroma und meist moderater Schärfe."	"SPECIALTY_BROAD"	"Exaktes Kashmiri-Chilipulver verschiedener Marken erreicht den Markt über Südasien-Handel und einen unabhängigen breiten Gourmetkanal. Das überschreitet einen einzelnen Importweg, bleibt aber außerhalb gewöhnlicher Gewürzregale."	"SPECIALTY"	"Kashmiri-Chilipulver hat verschiedene Marken und Wege über Südasien- sowie breiten Gourmetfachhandel; die exakte Art bleibt Spezialware und ein Weg nutzt ein 1-kg-Gebinde."	"REQUIRED"	"AV2N-A-0122|AV2N-A-0123"	"SPECIALTY_BROAD"	"Exaktes Kashmiri-Chilipulver verschiedener Marken erreicht den Markt über Südasien-Handel und einen unabhängigen breiten Gourmetkanal. Das überschreitet einen einzelnen Importweg, bleibt aber außerhalb gewöhnlicher Gewürzregale."	"SPECIALTY"	"Kashmiri-Chilipulver hat verschiedene Marken und Wege über Südasien- sowie breiten Gourmetfachhandel; die exakte Art bleibt Spezialware und ein Weg nutzt ein 1-kg-Gebinde."	"REQUIRED"	"AV2N-A-0122|AV2N-A-0123"	"EVIDENCE_REQUIRED|RESEARCH_REQUIRED|SPECIALTY_MARKET_BREADTH|TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"KASSELER"	"Kasseler"	"APPLICABLE"	"Gepökeltes und geräuchertes Schweinefleisch aus geeigneten Teilstücken wie Rücken, Nacken oder Rippe; nicht das fertig zubereitete Gericht."	"GENERAL_LOCAL"	"Katalogpfad gepökeltes oder luftgetrocknetes Fleisch → Schweinefleisch → Fleisch. Warengruppe Wurst oder Pökelfleisch, formrelevanter Prüfhinweis aus der vollständigen Definition: »nicht das fertig zubereitete Gericht«. Regelweg in Bornheim über das örtliche Sortiment »Wurstkühlung oder Bedientheke« beim Wocheneinkauf in Bornheim."	"EASY"	"Kasseler: gewöhnlicher lokaler Bezugsweg über den Bereich »Wurstkühlung oder Bedientheke«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Tobias prüft „Kasseler“ in Rostock über die Fleischkühlung oder Bedientheke eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Kasseler: Rostocker Bezugsweg über die Fleischkühlung oder Bedientheke eines gewöhnlichen großen Rostocker Supermarkts."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"KECAP_MANIS"	"Kecap Manis"	"APPLICABLE"	"Indonesische dicke süße Sojasauce mit Palmzucker beziehungsweise vergleichbarer Süße; nicht helle Sojasauce."	"SPECIALTY_BROAD"	"Katalogpfad Sojasauce → Süßungsmittel → fermentierte Würzzutat → fertige Sauce oder Würzpaste. Warengruppe Sauce oder Würzpaste, formrelevanter Prüfhinweis aus der vollständigen Definition: »nicht helle Sojasauce«. Breiter einschlägiger Spezialmarkt über den freigegebenen v2-Anker mit dem Kerngrund »Bei vielen breit aufgestellten Asia-Händlern regulär verfügbar allgemeine Supermarktpräsenz reicht nicht für PLANNED als sichere Regel«."	"SPECIALTY"	"Kecap Manis: Bei vielen breit aufgestellten Asia-Händlern regulär verfügbar; allgemeine Supermarktpräsenz reicht nicht für PLANNED als sichere Regel."	"REQUIRED"	"AV2E-061"	"SPECIALTY_BROAD"	"Kecap Manis: Bei vielen breit aufgestellten Asia-Händlern regulär verfügbar; allgemeine Supermarktpräsenz reicht nicht für PLANNED als sichere Regel."	"SPECIALTY"	"Kecap Manis: Bei vielen breit aufgestellten Asia-Händlern regulär verfügbar; allgemeine Supermarktpräsenz reicht nicht für PLANNED als sichere Regel."	"REQUIRED"	"AV2E-061"	"EVIDENCE_REQUIRED|REFERENCE_ANCHOR|REFERENCE_ANCHOR_V2|RESEARCH_REQUIRED|SPECIALTY_MARKET_BREADTH|TOBIAS_ROSTOCK_PROFILE"	"RATING_APPROVED_NOTE_PROPOSED_REFERENCE_ANCHOR_V2"
"KEFIR"	"Kefir"	"APPLICABLE"	"Fermentiertes Milchgetränk aus Kefirkulturen mit säuerlicher, leicht hefiger Note; nicht Buttermilch oder Joghurt."	"GENERAL_LOCAL"	"Katalogpfad gesäuertes Milchprodukt → Milchprodukte. Warengruppe Milchprodukt, formrelevanter Prüfhinweis aus der vollständigen Definition: »nicht Buttermilch oder Joghurt«. Regelweg in Bornheim über den lokalen Supermarktbereich »Molkereikühlregal« in Bornheim."	"EASY"	"Kefir: gewöhnlicher lokaler Bezugsweg über den Bereich »Molkereikühlregal«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Die Beschaffung von „Kefir“ erfolgt in Rostock über die Molkereikühlung eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Kefir: gewöhnlicher lokaler Bezugsweg über den Bereich »Kefir«."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"KETCHUP"	"Ketchup"	"APPLICABLE"	"Glatte süß-säuerliche Tomatenwürzsauce; Gewürzung und Süße können variieren, Bananenketchup bleibt getrennt."	"GENERAL_LOCAL"	"Katalogpfad fertige Sauce oder Würzpaste → Tomatenprodukt → Sauce, Würzmittel oder Paste. Warengruppe Sauce oder Würzpaste, formrelevanter Prüfhinweis aus der vollständigen Definition: »Gewürzung und Süße können variieren, Bananenketchup bleibt getrennt«. Regelweg in Bornheim über den regulären Bornheimer Regalweg »Saucen-, Würzpasten- und Feinkostregal«."	"EASY"	"Ketchup: gewöhnlicher lokaler Bezugsweg über den Bereich »Saucen-, Würzpasten- und Feinkostregal«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Die Beschaffung von „Ketchup“ erfolgt in Rostock über das Saucen-, Essig- oder Feinkostregal eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Ketchup: gewöhnlicher lokaler Bezugsweg über den Bereich »Ketchup«."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"KIDNEY_BEANS"	"Kidneybohnen"	"APPLICABLE"	"Nierenförmige rote Bohnen mit fester Schale und cremigem Inneren; getrocknet ausreichend garen oder vorgegart verwenden."	"GENERAL_LOCAL"	"Katalogpfad Bohnen → Hülsenfrüchte. Warengruppe Hülsenfrucht, formrelevanter Prüfhinweis aus der vollständigen Definition: »getrocknet ausreichend garen oder vorgegart verwenden«. Regelweg in Bornheim über ortsübliche Vollsortimenter rund um Bornheim, konkret im Bereich »Hülsenfrucht-, Konserven- oder Trockenwarenregal«."	"EASY"	"Kidneybohnen: gewöhnlicher lokaler Bezugsweg über den Bereich »Hülsenfrucht-, Konserven- oder Trockenwarenregal«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Beim Einkauf von „Kidneybohnen“ nutzt Tobias das Hülsenfrucht-, Konserven- oder Trockensortiment eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Kidneybohnen: gewöhnlicher lokaler Bezugsweg über den Bereich »Kidneybohnen«."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"KIMCHI"	"Kimchi"	"APPLICABLE"	"Koreanisches milchsauer fermentiertes Gemüse, meist Chinakohl oder Rettich, mit kräftiger Würzung; konkrete Sorte bleibt offen."	"GENERAL_BROAD"	"Asia4Friends bietet Kimchi Wang als 410-g-Glas fermentierten, gewürzten Chinakohls aktuell lagernd mit 1–3 Werktagen Lieferzeit an. Der haltbare Standardversand nach Bornheim deckt eine zulässige Kimchi-Sorte ab."	"PLANNED"	"Kimchi: Asia4Friends bietet Kimchi Wang als 410-g-Glas fermentierten, gewürzten Chinakohls aktuell lagernd mit 1–3 Werktagen Lieferzeit an. Der haltbare Standardversand nach Bornheim deckt eine zulässige Kimchi-Sorte ab."	"OPTIONAL"	"AV2N-A-0124"	"GENERAL_BROAD"	"Die Produktseite von Asia4Friends zeigt Kimchi Wang im 410-g-Glas mit aktuellem Lagerbestand und kurzer Lieferzeit. Tobias kann den Chinakohl-Kimchi per Standardpaket nach Rostock bestellen; eine Kühlzustellung ist dort nicht ausgewiesen."	"PLANNED"	"Kimchi: Die Produktseite von Asia4Friends zeigt Kimchi Wang im 410-g-Glas mit aktuellem Lagerbestand und kurzer Lieferzeit. Tobias kann den Chinakohl-Kimchi per Standardpaket nach Rostock bestellen; eine Kühlzustellung ist dort nicht ausgewiesen."	"REQUIRED"	"AV2N-A-0124"	"RATING_RECONCILED_V2|RESEARCH_REQUIRED|SPECIALTY_MARKET_BREADTH|TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"KING_OYSTER_MUSHROOM"	"Kräuterseitlinge"	"APPLICABLE"	"Kräuterseitling mit dickem, festem Stiel und mildem, umamireichem Aroma; Stiel und Hut sind essbar."	"GENERAL_BROAD"	"Katalogpfad Pilze → Gemüse. Warengruppe Gemüse oder Pilz, formrelevanter Prüfhinweis aus der vollständigen Definition: »Stiel und Hut sind essbar«. Allgemein planbarer, aber nicht lokal garantierter Weg über einen vorbereiteten Einkauf im gut sortierten Bereich »Obst- und Gemüseabteilung«."	"PLANNED"	"Kräuterseitlinge ist über einen vorbereiteten Einkauf im gut sortierten Bereich »Obst- und Gemüseabteilung« im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel."	"OPTIONAL"	""	"GENERAL_BROAD"	"Tobias prüft „Kräuterseitlinge“ in Rostock über gut sortierte Vollsortimenter und etablierte deutsche Pilz- oder Frischehändler."	"PLANNED"	"Kräuterseitlinge: Rostocker Bezugsweg über gut sortierte Vollsortimenter und etablierte deutsche Pilz- oder Frischehändler."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"KIWI"	"Kiwi"	"APPLICABLE"	"Kiwi mit saftigem süß-säuerlichem Fruchtfleisch und essbaren kleinen Samen; grüne und goldene Sorten sind umfasst."	"GENERAL_LOCAL"	"Katalogpfad Obst. Warengruppe Obst, formrelevanter Prüfhinweis aus der vollständigen Definition: »grüne und goldene Sorten sind umfasst«. Regelweg in Bornheim über das örtliche Sortiment »Obst- und Gemüseabteilung« beim Wocheneinkauf in Bornheim."	"EASY"	"Kiwi: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Die Beschaffung von „Kiwi“ erfolgt in Rostock über die Obstabteilung eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Kiwi: gewöhnlicher lokaler Bezugsweg über den Bereich »Kiwi«."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"KLIPPFISH"	"Klippfisch"	"APPLICABLE"	"Stark gesalzener und anschließend getrockneter Fisch nach Klippfisch-/Klippfisk-Art, häufig Kabeljau oder anderer geeigneter Weißfisch; vor der Zubereitung typischerweise zu wässern. Nicht mit ungesalzenem Stockfisch gleichsetzen."	"SPECIALTY_BROAD"	"Katalogpfad konservierter Fisch → Fisch → Fisch und Meeresfrüchte. Warengruppe konservierter Fisch, formrelevanter Prüfhinweis aus der vollständigen Definition: »Nicht mit ungesalzenem Stockfisch gleichsetzen«. Breiter einschlägiger Spezialmarkt über den freigegebenen v2-Anker mit dem Kerngrund »Im portugiesisch-/spanisch geprägten Spezialmarkt breit als gesalzener Trockenfisch etabliert klare Abgrenzung zu ungesalzenem Stockfisch«."	"SPECIALTY"	"Klippfisch: Im portugiesisch-/spanisch geprägten Spezialmarkt breit als gesalzener Trockenfisch etabliert; klare Abgrenzung zu ungesalzenem Stockfisch."	"REQUIRED"	"AV2E-062"	"SPECIALTY_BROAD"	"Klippfisch: Portugiesisch und nordisch ausgerichtete Seafood-Fachsortimente führen stark gesalzenen, getrockneten Kabeljau oder vergleichbaren Weißfisch; die haltbare Ware ist über breiten Spezialhandel erhältlich, nicht über jede Rostocker Fischtheke."	"SPECIALTY"	"Klippfisch: Im portugiesisch-/spanisch geprägten Spezialmarkt breit als gesalzener Trockenfisch etabliert; klare Abgrenzung zu ungesalzenem Stockfisch."	"REQUIRED"	"AV2E-062"	"EVIDENCE_REQUIRED|REFERENCE_ANCHOR|REFERENCE_ANCHOR_V2|RESEARCH_REQUIRED|SPECIALTY_MARKET_BREADTH|TOBIAS_ROSTOCK_PROFILE"	"RATING_APPROVED_NOTE_PROPOSED_REFERENCE_ANCHOR_V2"
"KOHLRABI"	"Kohlrabi"	"APPLICABLE"	"Knackige verdickte Kohlrabi-Sprossachse mit mild-kohligem Geschmack; Blätter können mitverwendet werden."	"GENERAL_LOCAL"	"Katalogpfad Kohlgemüse → Gemüse. Warengruppe Gemüse oder Pilz, formrelevanter Prüfhinweis aus der vollständigen Definition: »Blätter können mitverwendet werden«. Regelweg in Bornheim über den Bereich »Obst- und Gemüseabteilung« eines gewöhnlichen Bornheimer Vollsortimenters."	"EASY"	"Kohlrabi: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Der konkrete Bezug von „Kohlrabi“ läuft über die Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Kohlrabi: gewöhnlicher lokaler Bezugsweg über den Bereich »Kohlrabi«."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"KOLACHE"	"Kolatschen"	"APPLICABLE"	"Rundes mitteleuropäisches Hefeteiggebäck der tschechischen Koláč-Familie mit typischerweise zentraler Füllung, etwa Mohn, Quark, Pflaumenmus oder Obst. Nicht beliebiges Hefegebäck und nicht Trdelník."	"NICHE_IMPORT"	"Katalogpfad Backware → Süßware. Warengruppe Back- oder Brotwaren, formrelevanter Prüfhinweis aus der vollständigen Definition: »Nicht beliebiges Hefegebäck und nicht Trdelník«. Nur der schmale Händlerweg über Luisa Minimarkt Prag – Chemnitz ist positiv belegt; Sonderfahrt begrenzt Form, Bestand oder Logistik."	"DIFFICULT"	"Kolatschen: Nur der schmale Händlerweg über Luisa Minimarkt Prag – Chemnitz ist positiv belegt; Sonderfahrt begrenzt Form, Bestand oder Logistik."	"REQUIRED"	"AV2N-A-0125"	"NICHE_IMPORT"	"Kolatschen sind nur über den entfernten tschechischen Spezialmarkt Luisa in Chemnitz positiv belegt; die Sonderfahrt macht den Weg schwierig."	"DIFFICULT"	"Kolatschen sind nur über den entfernten tschechischen Spezialmarkt Luisa in Chemnitz positiv belegt; die Sonderfahrt macht den Weg schwierig."	"REQUIRED"	"AV2N-A-0125"	"EVIDENCE_REQUIRED|FORM_OR_LOGISTICS_RISK|FORM_OR_ROUTE_FRAGILE|RESEARCH_REQUIRED|TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
