"concept_code","display_name","challenge_specificity","direct_parent_codes","direct_child_codes","curator_note","review_applicability","availability_profile","product_form_context"
"PASTIS","Pastis","SPECIFIC","COOKING_ALCOHOL","","Anisbetonte französische Spirituose nach Pastis-Art, typischerweise zusätzlich mit Süßholz und weiteren Kräutern beziehungsweise Gewürzen aromatisiert. Nicht Absinth oder beliebiger Anislikör.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Anisbetonte französische Spirituose nach Pastis-Art, typischerweise zusätzlich mit Süßholz und weiteren Kräutern beziehungsweise Gewürzen aromatisiert. Nicht Absinth oder beliebiger Anislikör."
"PEA_EGGPLANT","Erbsenaubergine","SPECIFIC","FRUIT_VEGETABLES","","Erbsengroße, traubenartig wachsende Früchte von Solanum torvum mit knackigem Biss und deutlich herber Note, besonders für Currys. Keine Miniaturform der gewöhnlichen Aubergine.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Erbsengroße, traubenartig wachsende Früchte von Solanum torvum mit knackigem Biss und deutlich herber Note, besonders für Currys. Keine Miniaturform der gewöhnlichen Aubergine."
"PEACH","Pfirsich","SPECIFIC","STONE_FRUIT","","Pfirsich mit samtiger Schale und saftigem süß-aromatischem Fruchtfleisch; weiß- und gelbfleischige Sorten sind umfasst.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Pfirsich mit samtiger Schale und saftigem süß-aromatischem Fruchtfleisch; weiß- und gelbfleischige Sorten sind umfasst."
"PEANUT","Erdnüsse","SPECIFIC","NUTS","PEANUT_BUTTER","Erdnusskerne mit kräftig-nussigem Aroma; roh, geröstet, ganz oder gehackt verwendbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Erdnusskerne mit kräftig-nussigem Aroma; roh, geröstet, ganz oder gehackt verwendbar."
"PEANUT_BUTTER","Erdnussbutter","SPECIFIC","NUT_AND_SEED_PASTES|PEANUT","","Streichfähige Erdnusspaste, glatt oder stückig; ungesüßte und leicht gesüßte Varianten sind umfasst.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Streichfähige Erdnusspaste, glatt oder stückig; ungesüßte und leicht gesüßte Varianten sind umfasst."
"PEANUT_SATAY_SAUCE","Erdnuss-Satay-Sauce","SPECIFIC","READY_SAUCES_AND_PASTES","","Fertige erdnussbasierte Satay-/Pindasaus; typischerweise süß-salzig und kräftig nussig, konkrete Würzung und Schärfe können variieren. Nicht mit reinem Erdnussmus oder Erdnussbutter gleichsetzen.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Fertige erdnussbasierte Satay-/Pindasaus; typischerweise süß-salzig und kräftig nussig, konkrete Würzung und Schärfe können variieren. Nicht mit reinem Erdnussmus oder Erdnussbutter gleichsetzen."
"PEAR","Birne","SPECIFIC","POME_FRUIT","","Birne als saftiges Kernobst; Sorte, Festigkeit und Verhältnis von Süße zu Säure bleiben offen.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Birne als saftiges Kernobst; Sorte, Festigkeit und Verhältnis von Süße zu Säure bleiben offen."
"PEARL_BARLEY","Graupen","SPECIFIC","BARLEY","","Geschälte und rund geschliffene Gerstenkörner, auch Graupen; schneller garend und weicher als ganze Gerste.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Geschälte und rund geschliffene Gerstenkörner, auch Graupen; schneller garend und weicher als ganze Gerste."
"PEAS","Erbsen","OPEN","LEGUMES","GREEN_PEAS|SPLIT_PEAS|SUGAR_SNAP_PEAS","Offene Vorgabe für Erbsenkerne; frisch, getrocknet oder gespalten sind mögliche Wege, essbare Hülsen nicht automatisch.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Offene Vorgabe für Erbsenkerne; frisch, getrocknet oder gespalten sind mögliche Wege, essbare Hülsen nicht automatisch."
"PECAN","Pekannüsse","SPECIFIC","NUTS","","Pekannusskerne mit buttrigem, mild-süßlichem Aroma; natur oder geröstet verwendbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Pekannusskerne mit buttrigem, mild-süßlichem Aroma; natur oder geröstet verwendbar."
"PECORINO","Pecorino","SPECIFIC","CHEESE","","Harter bis halbfester italienischer Schafmilchkäse; Herkunft, Reifegrad und Salzintensität bleiben offen.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Harter bis halbfester italienischer Schafmilchkäse; Herkunft, Reifegrad und Salzintensität bleiben offen."
"PENNE","Penne","SPECIFIC","WHEAT_PASTA","","Kurze röhrenförmige Weizenpasta mit schrägen Enden; glatt oder geriffelt verwendbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Kurze röhrenförmige Weizenpasta mit schrägen Enden; glatt oder geriffelt verwendbar."
"PEPPER","Pfeffer","OPEN","SPICES","BLACK_PEPPER|GREEN_PEPPER|WHITE_PEPPER","Echter Pfeffer und seine Reife- beziehungsweise Verarbeitungsformen; Szechuanpfeffer bleibt eigenständig.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Echter Pfeffer und seine Reife- beziehungsweise Verarbeitungsformen; Szechuanpfeffer bleibt eigenständig."
"PERILLA_LEAVES","Perillablätter","SPECIFIC","FRESH_HERBS","","Frische Perillablätter mit kräftig kräuterigem, leicht minzig-anisigem und teils erdigem Aroma; grüne und violette kulinarische Formen sind umfasst. Nicht vietnamesischer Koriander oder Minze.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Frische Perillablätter mit kräftig kräuterigem, leicht minzig-anisigem und teils erdigem Aroma; grüne und violette kulinarische Formen sind umfasst. Nicht vietnamesischer Koriander oder Minze."
"PERSIMMON","Kaki","SPECIFIC","FRUIT","","Kaki mit süßem orangefarbenem Fruchtfleisch; feste nichtadstringierende und weichreife Sorten sind umfasst.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Kaki mit süßem orangefarbenem Fruchtfleisch; feste nichtadstringierende und weichreife Sorten sind umfasst."
"PESTO","Pesto","SPECIFIC","READY_SAUCES_AND_PASTES","","Rohe oder wenig erhitzte Kräuter- beziehungsweise Pflanzenpaste mit Öl; Zutatenbasis bleibt offen, nicht nur Pesto Genovese.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Rohe oder wenig erhitzte Kräuter- beziehungsweise Pflanzenpaste mit Öl; Zutatenbasis bleibt offen, nicht nur Pesto Genovese."
"PICKLED_CHILI","eingelegte Chili","SPECIFIC","PRESERVED_PRODUCE","","In Essig- oder Gewürzlake eingelegte ganze oder geschnittene Chili; Sorte und Schärfe bleiben offen, trockene Formen sind nicht gemeint.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","In Essig- oder Gewürzlake eingelegte ganze oder geschnittene Chili; Sorte und Schärfe bleiben offen, trockene Formen sind nicht gemeint."
"PICKLED_CUCUMBER","Gewürzgurke","SPECIFIC","CUCUMBER|PRESERVED_PRODUCE","","Essigbasierte Gewürzgurke mit süß-säuerlicher bis würziger Lake; nicht milchsauer fermentierte Salzgurke.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Essigbasierte Gewürzgurke mit süß-säuerlicher bis würziger Lake; nicht milchsauer fermentierte Salzgurke."
"PICKLED_GINGER","eingelegter Ingwer","SPECIFIC","GINGER|PRESERVED_PRODUCE","","Dünn geschnittener, süß-säuerlich eingelegter Ingwer nach Gari-Art; nicht frisches Ingwer-Rhizom.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Dünn geschnittener, süß-säuerlich eingelegter Ingwer nach Gari-Art; nicht frisches Ingwer-Rhizom."
"PICKLED_HERRING","eingelegter Hering","SPECIFIC","HERRING|PRESERVED_FISH","","Hering in essig- oder säurebasierter Würzlake; süße, zwiebelige und cremig weiterverarbeitete Varianten sind möglich.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Hering in essig- oder säurebasierter Würzlake; süße, zwiebelige und cremig weiterverarbeitete Varianten sind möglich."
"PICKLED_MUSHROOMS","eingelegte Pilze","SPECIFIC","MUSHROOMS","","In Essiglake eingelegte Speisepilze; eine Fermentation wird nicht vorausgesetzt.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","In Essiglake eingelegte Speisepilze; eine Fermentation wird nicht vorausgesetzt."
"PICKLED_SAUSAGE","eingelegte Wurst","SPECIFIC","SAUSAGE","","Verzehrfertige Wurst, die über längere Zeit in einer überwiegend essig- beziehungsweise säurebasierten Lake eingelegt wird. Umfasst unter anderem tschechischen Utopenec und vergleichbare eingelegte Wurstprodukte. Nicht bloß mit Essig angemachte Wurst und nicht nur kurz in Essigsud gegarte Wurst.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Verzehrfertige Wurst, die über längere Zeit in einer überwiegend essig- beziehungsweise säurebasierten Lake eingelegt wird. Umfasst unter anderem tschechischen Utopenec und vergleichbare eingelegte Wurstprodukte. Nicht bloß mit Essig angemachte Wurst und nicht nur kurz in Essigsud gegarte Wurst."
"PIKEPERCH","Zander","SPECIFIC","WHITE_FISH","","Zander als magerer Süßwasserfisch mit festem, mildem Fleisch und wenigen Gräten.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Zander als magerer Süßwasserfisch mit festem, mildem Fleisch und wenigen Gräten."
"PILSNER_LAGER","Pilsner","SPECIFIC","BEER","","Helles untergäriges Lagerbier nach Pilsner Art mit deutlich hopfenbetontem Profil. Gemeint ist der Bierstil, nicht eine bestimmte Marke; Pilsner Urquell ist historischer Referenztyp.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Helles untergäriges Lagerbier nach Pilsner Art mit deutlich hopfenbetontem Profil. Gemeint ist der Bierstil, nicht eine bestimmte Marke; Pilsner Urquell ist historischer Referenztyp."
"PIMENT_D_ESPELETTE","Piment d’Espelette","SPECIFIC","CHILI_POWDER","","Getrocknetes, fein gemahlenes Piment-d’Espelette-Gewürz nach französisch-baskischer Art; nicht generisches Chilipulver oder die frische ganze Schote.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Getrocknetes, fein gemahlenes Piment-d’Espelette-Gewürz nach französisch-baskischer Art; nicht generisches Chilipulver oder die frische ganze Schote."
"PINE_NUT","Pinienkerne","SPECIFIC","NUTS|SEEDS","","Ölreiche Samen von Pinien mit mild-harzigem, buttrigem Aroma; roh oder geröstet verwendbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Ölreiche Samen von Pinien mit mild-harzigem, buttrigem Aroma; roh oder geröstet verwendbar."
"PINEAPPLE","Ananas","SPECIFIC","TROPICAL_FRUIT","","Ananas mit saftigem süß-säuerlichem Fruchtfleisch; frisch, tiefgekühlt oder schlicht konserviert verwendbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Ananas mit saftigem süß-säuerlichem Fruchtfleisch; frisch, tiefgekühlt oder schlicht konserviert verwendbar."
"PINNEKJOTT","Pinnekjøtt","SPECIFIC","CURED_MEAT","","Gesalzene und getrocknete Rippen vom Schaf oder Lamm nach Pinnekjøtt-Art; geräucherte Varianten sind möglich, werden aber nicht vorausgesetzt. Gemeint ist das noch zuzubereitende Fleischprodukt, nicht das vollständige Weihnachtsgericht.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Gesalzene und getrocknete Rippen vom Schaf oder Lamm nach Pinnekjøtt-Art; geräucherte Varianten sind möglich, werden aber nicht vorausgesetzt. Gemeint ist das noch zuzubereitende Fleischprodukt, nicht das vollständige Weihnachtsgericht."
"PINTO_BEANS","Pintobohnen","SPECIFIC","BEANS","","Gesprenkelte Pintobohnen mit erdig-cremigem Geschmack; getrocknet oder vorgegart verwendbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Gesprenkelte Pintobohnen mit erdig-cremigem Geschmack; getrocknet oder vorgegart verwendbar."
"PIQUILLO_PEPPER","Piquillo-Paprika","SPECIFIC","ROASTED_RED_PEPPER","","Geröstete und geschälte rote Piquillo-Paprika als küchenfertiges Produkt, typischerweise im Glas oder in der Dose; nicht rohe rote Paprika.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Geröstete und geschälte rote Piquillo-Paprika als küchenfertiges Produkt, typischerweise im Glas oder in der Dose; nicht rohe rote Paprika."
"PISTACHIO","Pistazien","SPECIFIC","NUTS","","Grüne Pistazienkerne mit süßlich-nussigem Aroma; ungesalzen, roh oder geröstet verwendbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Grüne Pistazienkerne mit süßlich-nussigem Aroma; ungesalzen, roh oder geröstet verwendbar."
"PITA","Pita","SPECIFIC","FLATBREAD","","Rundes weiches Fladenbrot, häufig mit beim Backen entstehender Tasche; nicht Tortilla.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Rundes weiches Fladenbrot, häufig mit beim Backen entstehender Tasche; nicht Tortilla."
"PLA_RA","Pla Ra","OPEN","FERMENTED_SEASONINGS|READY_SAUCES_AND_PASTES","","Thailändischer, besonders mit Isan verbundener salzfermentierter Süßwasserfisch; je nach Produkt als Fischstücke, Paste oder gekochte flüssige Würze erhältlich. Nicht Fischsauce oder Garnelenpaste.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Thailändischer, besonders mit Isan verbundener salzfermentierter Süßwasserfisch; je nach Produkt als Fischstücke, Paste oder gekochte flüssige Würze erhältlich. Nicht Fischsauce oder Garnelenpaste."
"PLAICE","Scholle","SPECIFIC","WHITE_FISH","","Scholle als magerer Plattfisch mit zartem, mildem Fleisch; ganz oder als Filet verwendbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Scholle als magerer Plattfisch mit zartem, mildem Fleisch; ganz oder als Filet verwendbar."
"PLANT_DRINKS","pflanzlicher Drink","OPEN","","ALMOND_DRINK|OAT_DRINK|SOY_DRINK","Offene Familie flüssiger pflanzlicher Milchalternativen etwa aus Soja, Hafer oder Nüssen; Rohstoff und Süßung bleiben wählbar.","NOT_APPLICABLE_STRUCTURE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Offene Familie flüssiger pflanzlicher Milchalternativen etwa aus Soja, Hafer oder Nüssen; Rohstoff und Süßung bleiben wählbar."
"PLANT_PROTEIN_PRODUCTS","pflanzliches Proteinprodukt","OPEN","","MYCOPROTEIN|NATTO|SEITAN|TEMPEH|TOFU|TVP","Offene Vorgabe für verarbeitete pflanzliche Proteinprodukte wie Tofu, Seitan oder Mykoprotein; Rohstoff bleibt wählbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Offene Vorgabe für verarbeitete pflanzliche Proteinprodukte wie Tofu, Seitan oder Mykoprotein; Rohstoff bleibt wählbar."
"PLANTAIN","Kochbanane","SPECIFIC","STARCHES|TROPICAL_FRUIT","","Stärkereiche Kochbanane, meist gegart verwendet; grüne und reife süßere Stadien sind umfasst, nicht Dessertbanane.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Stärkereiche Kochbanane, meist gegart verwendet; grüne und reife süßere Stadien sind umfasst, nicht Dessertbanane."
"PLUM","Pflaume","SPECIFIC","STONE_FRUIT","PLUM_BUTTER|PRUNE","Pflaume beziehungsweise Zwetschge als saftige Steinfrucht; Sorte, Süße und Festigkeit bleiben offen.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Pflaume beziehungsweise Zwetschge als saftige Steinfrucht; Sorte, Süße und Festigkeit bleiben offen."
