"concept_code"	"display_name"	"review_applicability"	"previous_proposal_georgia"	"v2_proposal_georgia"	"transition_georgia"	"changed_georgia"	"previous_proposal_tobias"	"v2_proposal_tobias"	"transition_tobias"	"changed_tobias"	"person_difference"	"comparison_flags"
"VEGETABLES"	"Gemüse"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"VENISON"	"Hirschfleisch"	"APPLICABLE"	"PLANNED"	"PLANNED"	"PLANNED->PLANNED"	"NO"	"PLANNED"	"PLANNED"	"PLANNED->PLANNED"	"NO"	"NO"	""
"VIETNAMESE_CORIANDER"	"vietnamesischer Koriander"	"APPLICABLE"	"SPECIALTY"	"DIFFICULT"	"SPECIALTY->DIFFICULT"	"YES"	"SPECIALTY"	"DIFFICULT"	"SPECIALTY->DIFFICULT"	"YES"	"NO"	""
"VIETNAMESE_SOYBEAN_PASTE"	"Tương oder vietnamesische Sojabohnenpaste"	"APPLICABLE"	"SPECIALTY"	"DIFFICULT"	"SPECIALTY->DIFFICULT"	"YES"	"SPECIALTY"	"DIFFICULT"	"SPECIALTY->DIFFICULT"	"YES"	"NO"	""
"VINEGAR"	"Essig"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"WAFFLES"	"Waffel"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"WAKAME"	"Wakame"	"APPLICABLE"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"NO"	""
"WALNUT"	"Walnüsse"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"WATER_CHESTNUT"	"Wasserkastanien"	"APPLICABLE"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"NO"	""
"WATER_SPINACH"	"Wasserspinat oder Kangkong"	"APPLICABLE"	"SPECIALTY"	"DIFFICULT"	"SPECIALTY->DIFFICULT"	"YES"	"SPECIALTY"	"DIFFICULT"	"SPECIALTY->DIFFICULT"	"YES"	"NO"	""
"WATERCRESS"	"Brunnenkresse"	"APPLICABLE"	"PLANNED"	"PLANNED"	"PLANNED->PLANNED"	"NO"	"PLANNED"	"PLANNED"	"PLANNED->PLANNED"	"NO"	"NO"	""
"WATERMELON"	"Wassermelone"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"WHEAT_FLOUR"	"Weizenmehl"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"WHEAT_NOODLES"	"Weizennudeln"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"WHEAT_PASTA"	"Weizenpasta"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"WHITE_ASPARAGUS"	"weißer Spargel"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"WHITE_BEANS"	"weiße Bohnen"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"WHITE_CABBAGE"	"Weißkohl"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"WHITE_CHAMPIGNON"	"weiße Champignons"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"WHITE_CHOCOLATE"	"weiße Schokolade"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"WHITE_FISH"	"weißfleischiger Fisch"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"WHITE_PEPPER"	"weißer Pfeffer"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"WHITE_SAUSAGE"	"Weißwurst"	"APPLICABLE"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"NO"	""
"WHITE_SUGAR"	"Zucker"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"WHITE_TEA"	"weißer Tee"	"APPLICABLE"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"NO"	""
"WHITE_VINEGAR"	"Branntweinessig"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"WHITE_WINE"	"Weißwein"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"WHITE_WINE_VINEGAR"	"Weißweinessig"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"WHOLEGRAIN_MUSTARD"	"körniger Senf"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"WILD_BOAR"	"Wildschwein"	"APPLICABLE"	"PLANNED"	"PLANNED"	"PLANNED->PLANNED"	"NO"	"PLANNED"	"PLANNED"	"PLANNED->PLANNED"	"NO"	"NO"	""
"WILD_RICE"	"Wildreis"	"APPLICABLE"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"NO"	""
"WONTON_WRAPPERS"	"Wonton-Teigblätter"	"APPLICABLE"	"PLANNED"	"SPECIALTY"	"PLANNED->SPECIALTY"	"YES"	"PLANNED"	"SPECIALTY"	"PLANNED->SPECIALTY"	"YES"	"NO"	""
"WOOD_EAR"	"Mu-Err-Pilze"	"APPLICABLE"	"PLANNED"	"PLANNED"	"PLANNED->PLANNED"	"NO"	"PLANNED"	"PLANNED"	"PLANNED->PLANNED"	"NO"	"NO"	""
"WORCESTERSHIRE_SAUCE"	"Worcestersauce"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"XO_SAUCE"	"XO-Sauce"	"APPLICABLE"	"PLANNED"	"SPECIALTY"	"PLANNED->SPECIALTY"	"YES"	"PLANNED"	"SPECIALTY"	"PLANNED->SPECIALTY"	"YES"	"NO"	""
"YAM"	"Yamswurzel"	"APPLICABLE"	"PLANNED"	"SPECIALTY"	"PLANNED->SPECIALTY"	"YES"	"PLANNED"	"SPECIALTY"	"PLANNED->SPECIALTY"	"YES"	"NO"	""
"YEAST_EXTRACT"	"Hefeextrakt"	"APPLICABLE"	"PLANNED"	"SPECIALTY"	"PLANNED->SPECIALTY"	"YES"	"PLANNED"	"SPECIALTY"	"PLANNED->SPECIALTY"	"YES"	"NO"	""
"YELLOW_BELL_PEPPER"	"gelbe Paprika"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"YELLOW_LENTILS"	"gelbe Linsen"	"APPLICABLE"	"PLANNED"	"PLANNED"	"PLANNED->PLANNED"	"NO"	"PLANNED"	"PLANNED"	"PLANNED->PLANNED"	"NO"	"NO"	""
"YELLOW_SPLIT_PEAS"	"gelbe Schälerbsen"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"YOGURT"	"Joghurt"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
"YUZU"	"Yuzu"	"APPLICABLE"	"PLANNED"	"SPECIALTY"	"PLANNED->SPECIALTY"	"YES"	"PLANNED"	"SPECIALTY"	"PLANNED->SPECIALTY"	"YES"	"NO"	""
"ZAATAR"	"Za’atar"	"APPLICABLE"	"EASY"	"PLANNED"	"EASY->PLANNED"	"YES"	"PLANNED"	"SPECIALTY"	"PLANNED->SPECIALTY"	"YES"	"YES"	"REQUIRES_PERSON_SPECIFIC_JUSTIFICATION"
"ZUCCHINI"	"Zucchini"	"APPLICABLE"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"EASY"	"EASY"	"EASY->EASY"	"NO"	"NO"	""
