"concept_code"	"display_name"	"review_applicability"	"product_form_basis"	"market_class"	"market_basis"	"proposed_availability"	"availability_note"	"evidence_requirement"	"evidence_search_terms"	"availability_evidence"	"review_flags"	"approval_status"
"LONGGANISA"	"Longganisa"	"APPLICABLE"	"Offene philippinische Wurstfamilie mit regional stark unterschiedlichen Rezepturen, von süßlichen bis kräftig knoblauchbetonten Varianten. Üblicherweise, aber nicht zwingend, aus Schweinefleisch; keine bestimmte regionale Longganisa wird vorausgesetzt."	"NICHE_IMPORT"	"Tobias sucht „Longganisa“ in Rostock über Spezialanbieter mit philippinischer Warenauswahl, wobei die Evidenz die menschliche v2-Freigabe für diesen Weg und Kühlversand, Importbeschränkungen sowie einen gezielten Händlerbesuch ausweist gesucht."	"DIFFICULT"	"Über Spezialanbieter mit philippinischer Warenauswahl (Evidenzstand: die menschliche v2-Freigabe für diesen Weg und Kühlversand, Importbeschränkungen sowie einen gezielten Händlerbesuch) prüft Tobias in Rostock „Longganisa“, wobei folgende Abgrenzung gilt: „Offene philippinische Wurstfamilie mit regional stark unterschiedlichen Rezepturen, von süßlichen bis kräftig knoblauchbetonten Varianten. Üblicherweise, aber nicht zwingend, aus Schweinefleisch; keine bestimmte regionale Longganisa wird vorausgesetzt.“"	"REQUIRED"	"Longganisa Offene philippinische Wurstfamilie mit regional stark unterschiedlichen…; Tobias Rostock Fleisch Wurst exakte Tierart Zuschnitt; Wurst; philippinischen Lebensmittel-Spezialhandel Nischenweg; Bestand Produktform Versandlogistik; die präzise tierische Produktform"	"AV2E-074"	"REFERENCE_ANCHOR|TOBIAS_ROSTOCK_PROFILE|FORM_OR_LOGISTICS_RISK|RESEARCH_REQUIRED|REFERENCE_ANCHOR_V2"	"APPROVED_REFERENCE_ANCHOR_V2"
"LOTUS_ROOT"	"Lotuswurzel"	"APPLICABLE"	"Rhizom der Lotuspflanze mit charakteristischen Hohlkammern und knackiger Textur; frisch, tiefgekühlt oder schlicht konserviert."	"SPECIALTY_BROAD"	"Für „Lotuswurzel“ führt der Rostocker Marktweg über Asia Moin – Obst und Gemüse und Asia4Friends – Gemüse, wobei die Evidenz eine vor dem Einkauf erneut zu prüfende Verfügbarkeit und Frischeversand ausweist."	"SPECIALTY"	"Den Weg über Asia Moin – Obst und Gemüse und Asia4Friends – Gemüse (Evidenzstand: eine vor dem Einkauf erneut zu prüfende Verfügbarkeit und Frischeversand) nutzt Tobias in Rostock für „Lotuswurzel“, wobei folgende Abgrenzung gilt: „Rhizom der Lotuspflanze mit charakteristischen Hohlkammern und knackiger Textur; frisch, tiefgekühlt oder schlicht konserviert.“"	"REQUIRED"	"Lotuswurzel Rhizom der Lotuspflanze mit charakteristischen Hohlkammern und knackiger…; Tobias Rostock Gemüse frisch TK genaue Sorte; Wurzel- und Knollengemüse; Asia4Friends – Gemüse | Asia Moin; mehrere unabhängige Fachhändler Marktbreite; die verlangte frische Form"	"AV2N-A-0137|AV2N-A-0138"	"TOBIAS_ROSTOCK_PROFILE|SPECIALTY_MARKET_BREADTH|FORM_SENSITIVE|RESEARCH_REQUIRED"	"PROPOSED_FOR_HUMAN_REVIEW"
"LOTUS_SEEDS"	"Lotussamen"	"APPLICABLE"	"Essbare reife Lotussamen mit mild-nussigem, leicht süßlichem Geschmack; frisch, getrocknet oder vorgegart für Suppen, Reisgerichte, Füllungen und Süßspeisen. Nicht Lotuswurzel oder der bittere Keim als eigenes Produkt."	"SPECIALTY_BROAD"	"Tobias prüft „Lotussamen“ in Rostock über Asia4Friends – Gewürze/Trockenwaren und AsiaFoodland – Trockenwaren, wobei die Evidenz eine vor dem Einkauf erneut zu prüfende Verfügbarkeit und Standardversand ausweist."	"SPECIALTY"	"Über Asia4Friends – Gewürze/Trockenwaren und AsiaFoodland – Trockenwaren (Evidenzstand: eine vor dem Einkauf erneut zu prüfende Verfügbarkeit und Standardversand) prüft Tobias in Rostock „Lotussamen“, wobei folgende Abgrenzung gilt: „Essbare reife Lotussamen mit mild-nussigem, leicht süßlichem Geschmack; frisch, getrocknet oder vorgegart für Suppen, Reisgerichte, Füllungen und Süßspeisen. Nicht Lotuswurzel oder der bittere Keim als eigenes Produkt.“"	"REQUIRED"	"Lotussamen Essbare reife Lotussamen mit mild-nussigem, leicht süßlichem Geschmack; Tobias Rostock Nuss Samen Mus genaue Rohware; Kerne und Samen; Asia4Friends – Gewürze/Trockenwaren | AsiaFoodland – Trockenwaren; mehrere unabhängige Fachhändler Marktbreite; die verlangte frische Form"	"AV2N-A-0139|AV2N-A-0140"	"TOBIAS_ROSTOCK_PROFILE|SPECIALTY_MARKET_BREADTH|FORM_SENSITIVE|RESEARCH_REQUIRED"	"PROPOSED_FOR_HUMAN_REVIEW"
"LOVAGE"	"Liebstöckel"	"APPLICABLE"	"Liebstöckelblätter mit kräftigem sellerieartig-würzigem Aroma; frisch oder sparsam getrocknet, nicht Maggi-Würze."	"GENERAL_BROAD"	"Ankerkraut – Liebstöckel getrocknet und gerebelt 15 g belegt formgenau: Ankerkraut führt reinen getrockneten und gerebelten Liebstöckel im 15-g-Glas als auf Lager und in den Warenkorb legbar. Für Tobias in Rostock gilt: Deutschlandweiter Standardversand nach Bornheim und Rostock; 5–10 Werktage; Logistik STANDARD_SHIPPING. Die Route belegt sparsam dosierbare Trockenblätter, nicht frischen Kerbel und nicht flüssige Maggi-Würze."	"PLANNED"	"Die Beschaffung von Tobias am Standort Rostock: Liebstöckel wird planbar im Gewürzregal als sparsam einzusetzendes getrocknetes Blatt geprüft; frisches Kraut bleibt alternativ zulässig."	"REQUIRED"	"Ankerkraut Liebstöckel getrocknet gerebelt 15 g auf Lager | Tobias in Rostock | IN_STOCK STANDARD_SHIPPING"	"AV2N-A-0141|AV2N-P-0017"	"TOBIAS_ROSTOCK_PROFILE|FORM_SENSITIVE|RESEARCH_REQUIRED"	"PROPOSED_FOR_HUMAN_REVIEW"
"LUPIN"	"Lupinen"	"APPLICABLE"	"Essbare, fachgerecht entbitterte Lupinensamen beziehungsweise schlichtes Lupinenprodukt; nicht rohe bittere Samen."	"GENERAL_BROAD"	"Tobias sucht „Lupinen“ in Rostock über gut sortierte Vollsortimenter und etablierte deutsche Bio- oder Trockenwarenhändler gesucht."	"PLANNED"	"Beim Rostocker Einkauf setzt Tobias für „Lupinen“ auf gut sortierte Vollsortimenter und etablierte deutsche Bio- oder Trockenwarenhändler mit diesem inhaltlichen Maßstab: „Essbare, fachgerecht entbitterte Lupinensamen beziehungsweise schlichtes Lupinenprodukt; nicht rohe bittere Samen.“"	"OPTIONAL"	"Lupinen Essbare, fachgerecht entbitterte Lupinensamen beziehungsweise schlichtes…; Tobias Rostock Hülsenfrucht getrocknet vorgegart Sorte; Hülsenfrüchte; gut sortierte Vollsortimenter und etablierte deutsche Bio- oder Trockenwarenhändler; gezielter Einkauf Deutschland Wochenvorlauf; die exakt festgelegte Darreichung"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"LUTEFISK"	"Lutefisk"	"APPLICABLE"	"Aus getrocknetem Weißfisch durch Wässern und Laugenbehandlung hergestelltes und anschließend gründlich gespültes, küchenfertiges Fischprodukt nach Lutefisk-Art. Nicht trockener Stockfisch, Lauge oder das fertig zubereitete Gericht."	"NICHE_IMPORT"	"Tobias prüft „Lutefisk“ in Rostock über Scandinavian Online Store – Food, wobei die Evidenz keinen aktuellen formgenauen Treffer und Importbeschränkungen ausweist."	"DIFFICULT"	"Über Scandinavian Online Store – Food (Evidenzstand: keinen aktuellen formgenauen Treffer und Importbeschränkungen) prüft Tobias in Rostock „Lutefisk“, wobei folgende Abgrenzung gilt: „Aus getrocknetem Weißfisch durch Wässern und Laugenbehandlung hergestelltes und anschließend gründlich gespültes, küchenfertiges Fischprodukt nach Lutefisk-Art. Nicht trockener Stockfisch, Lauge oder das fertig zubereitete Gericht.“"	"REQUIRED"	"Lutefisk Aus getrocknetem Weißfisch durch Wässern und Laugenbehandlung hergestelltes…; Tobias Rostock Fisch Seafood exakte Art Konserve Trockenware; konservierter Fisch; Scandinavian Online Store – Food; Bestand Produktform Versandlogistik; die getrocknete Produktform"	"AV2N-A-0142"	"TOBIAS_ROSTOCK_PROFILE|FORM_OR_LOGISTICS_RISK|RESEARCH_REQUIRED"	"PROPOSED_FOR_HUMAN_REVIEW"
"LYCHEE"	"Litschi"	"APPLICABLE"	"Litschi mit saftigem, floral-süßem Fruchtfleisch; frisch oder schlicht konserviert, ohne Schale und Kern."	"GENERAL_BROAD"	"Tobias sucht „Litschi“ in Rostock über gut sortierte Vollsortimenter und etablierte deutsche Frucht- oder Frischehändler gesucht."	"PLANNED"	"Tobias nutzt in Rostock gut sortierte Vollsortimenter und etablierte deutsche Frucht- oder Frischehändler für „Litschi“, wobei folgende Abgrenzung gilt: „Litschi mit saftigem, floral-süßem Fruchtfleisch; frisch oder schlicht konserviert, ohne Schale und Kern.“"	"OPTIONAL"	"Litschi Litschi mit saftigem, floral-süßem Fruchtfleisch; Tobias Rostock Obst frisch TK genaue Sorte; Tropenfrucht; gut sortierte Vollsortimenter und etablierte deutsche Frucht- oder Frischehändler; gezielter Einkauf Deutschland Wochenvorlauf; die verlangte frische Form"	""	"TOBIAS_ROSTOCK_PROFILE|FORM_SENSITIVE"	"PROPOSED_FOR_HUMAN_REVIEW"
"MACADAMIA"	"Macadamianüsse"	"APPLICABLE"	"Sehr fettreiche, cremig-knackige Macadamianüsse mit mild-buttrigem Geschmack; natur oder geröstet verwendbar."	"GENERAL_LOCAL"	"Der konkrete Bezug von „Macadamianüsse“ läuft über das Nuss-, Saaten-, Back- oder Brotaufstrichregal eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Das Angebot zu „Macadamianüsse“ über das Nuss-, Saaten-, Back- oder Brotaufstrichregal eines gewöhnlichen großen Rostocker Supermarkts kontrolliert Tobias in Rostock, wobei folgende Abgrenzung gilt: „Sehr fettreiche, cremig-knackige Macadamianüsse mit mild-buttrigem Geschmack; natur oder geröstet verwendbar.“"	"OPTIONAL"	"Macadamianüsse Sehr fettreiche, cremig-knackige Macadamianüsse mit mild-buttrigem Geschmack; Tobias Rostock Nuss Samen Mus genaue Rohware; Nüsse; Das Nuss-, Saaten-, Back- oder Brotaufstrichregal eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die exakt festgelegte Darreichung"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"MACAPUNO"	"Macapuno"	"APPLICABLE"	"Weiches bis gelatinöses Endosperm einer besonderen Kokosnussausprägung; frisch, tiefgekühlt oder konserviert verwendbar. Nicht gewöhnliches Kokosfleisch, Kokoscreme oder bloß mit Kokos aromatisierte Süßware."	"SPECIALTY_BROAD"	"Tobias prüft „Macapuno“ in Rostock über Pilipino Business – Macapuno Coco Sport und PinoyFood – Manila Macapuno, wobei die Evidenz verfügbaren Bestand in einem laufenden Fachsortiment und Standardversand ausweist."	"SPECIALTY"	"Über Pilipino Business – Macapuno Coco Sport und PinoyFood – Manila Macapuno (Evidenzstand: verfügbaren Bestand in einem laufenden Fachsortiment und Standardversand) prüft Tobias in Rostock „Macapuno“, wobei folgende Abgrenzung gilt: „Weiches bis gelatinöses Endosperm einer besonderen Kokosnussausprägung; frisch, tiefgekühlt oder konserviert verwendbar. Nicht gewöhnliches Kokosfleisch, Kokoscreme oder bloß mit Kokos aromatisierte Süßware.“"	"REQUIRED"	"Macapuno Weiches bis gelatinöses Endosperm einer besonderen Kokosnussausprägung; Tobias Rostock Obst frisch TK genaue Sorte; Kokosnuss; PinoyFood – Manila Macapuno | Pilipino Business – Macapuno Coco Sport; mehrere unabhängige Fachhändler Marktbreite; die verlangte frische Form"	"AV2N-A-0143|AV2N-A-0144"	"TOBIAS_ROSTOCK_PROFILE|FORM_OR_LOGISTICS_RISK|FORM_SENSITIVE|RESEARCH_REQUIRED|RATING_RECONCILED_V2"	"PROPOSED_FOR_HUMAN_REVIEW"
"MACKEREL"	"Makrele"	"APPLICABLE"	"Makrele als fettreicher Fisch mit kräftigem Eigengeschmack; frisch oder tiefgekühlt, nicht automatisch geräuchert."	"GENERAL_BROAD"	"Deutsche See – Makrele TK belegt: Die aktuell verfügbare Makrele ist ausgenommen, mit Kopf und Haut tiefgefroren; sie belegt ausdrücklich die unveredelte Kochform statt Räucherware. Der Bezug erfolgt über Deutschland und Österreich; tiefgekühlte GO!-Express-Lieferung zum Wunschtermin; maßgeblich ist FROZEN_SHIPPING. Gewicht und Stückgröße schwanken naturbedingt; die Tiefkühlzustellung muss terminiert werden."	"PLANNED"	"Der belastbare Warenbezug für Tobias beginnt in Rostock mit: Die aktuell verfügbare Makrele ist ausgenommen, mit Kopf und Haut tiefgefroren; sie belegt ausdrücklich die unveredelte Kochform statt Räucherware. Gewicht und Stückgröße schwanken naturbedingt; die Tiefkühlzustellung muss terminiert werden."	"REQUIRED"	"Makrele ganz ausgenommen mit Kopf tiefgekühlt Deutsche See verfügbar nicht geräuchert | Tobias Rostock | Deutsche See – Makrele TK | IN_STOCK FROZEN_SHIPPING"	"AV2N-A-0145"	"TOBIAS_ROSTOCK_PROFILE|FORM_SENSITIVE|RATING_RECONCILED_V2"	"PROPOSED_FOR_HUMAN_REVIEW"
"MAGGI_SEASONING"	"Maggi-Würze"	"APPLICABLE"	"Dunkle flüssige Würzsauce nach Maggi-Art mit salzig-würzigem Umami; nicht Liebstöckel, Sojasauce oder Brühwürfel."	"GENERAL_LOCAL"	"Beim Einkauf von „Maggi-Würze“ nutzt Tobias das Saucen-, Essig- oder Feinkostregal eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Die Beschaffung von „Maggi-Würze“ über das Saucen-, Essig- oder Feinkostregal eines gewöhnlichen großen Rostocker Supermarkts prüft Tobias in Rostock mit diesem inhaltlichen Maßstab: „Dunkle flüssige Würzsauce nach Maggi-Art mit salzig-würzigem Umami; nicht Liebstöckel, Sojasauce oder Brühwürfel.“"	"OPTIONAL"	"Maggi-Würze Dunkle flüssige Würzsauce nach Maggi-Art mit salzig-würzigem Umami; Tobias Rostock Würzsauce Paste Essig exakte Sorte; fertige Sauce oder Würzpaste; Das Saucen-, Essig- oder Feinkostregal eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die exakt festgelegte Darreichung"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"MAITAKE"	"Maitake"	"APPLICABLE"	"Maitake beziehungsweise Klapperschwamm mit vielgliedrigen Büscheln und kräftig-würzigem Pilzaroma."	"GENERAL_BROAD"	"Maitake: Obstwelt bietet frische Maitake beziehungsweise Klapperschwämme mit Warenkorb und bundesweitem Frischeversand an. eine konkrete Rostocker Abholstelle muss aktuell ausgewählt werden."	"PLANNED"	"Für Tobias in Rostock gilt: Maitake wird als vielgliedriger frischer Pilzbüschel bei Obstwelt geplant bestellt; Pulver oder Extrakt würden die Produktform verfehlen."	"REQUIRED"	"Maitake Klapperschwamm frisch Pilzbüschel Obstwelt Frischeversand; Tobias Rostock konkrete Produktseite Bestand Logistik 2026-09-04"	"AV2N-A-0146"	"TOBIAS_ROSTOCK_PROFILE|RESEARCH_REQUIRED"	"PROPOSED_FOR_HUMAN_REVIEW"
"MALT_VINEGAR"	"Malzessig"	"APPLICABLE"	"Essig aus vermälztem Getreide mit malzig-röstigem Aroma; nicht Bier oder chinesischer schwarzer Essig."	"GENERAL_BROAD"	"Malzessig: REWE nennt für Sarson's Malzessig Gerstenmalzessig und Gerstenmalzextrakt; das konkrete Kettenprodukt kann Tobias standortbezogen im Rostocker Essigsortiment prüfen."	"PLANNED"	"Tobias plant Sarson's Malzessig über eine REWE-Filialabfrage in Rostock; Gerstenmalzessig und Gerstenmalzextrakt belegen die verlangte vermälzte Getreidebasis, während Bier und chinesischer schwarzer Essig ausscheiden."	"REQUIRED"	"Sarson's Malzessig 250 ml | REWE Gerstenmalzessig Gerstenmalzextrakt | Rostock Standort Bestand"	"AV2N-A-0147"	"TOBIAS_ROSTOCK_PROFILE|RESEARCH_REQUIRED"	"PROPOSED_FOR_HUMAN_REVIEW"
"MAM_NEM"	"Mắm nêm"	"APPLICABLE"	"Kräftige vietnamesische Würzpaste aus salzfermentiertem, weitgehend unfiltriertem Fisch, häufig Sardellen. Handelsprodukte können bereits mit Ananas, Zucker, Chili oder Aromaten abgeschmeckt sein; nicht flüssige Fischsauce."	"SPECIALTY_BROAD"	"Tobias prüft „Mắm nêm“ in Rostock über den vietnamesischen Lebensmittel-Spezialhandel, wobei die Evidenz die menschliche v2-Freigabe für diesen Weg und Frischeversand sowie einen gezielten Händlerbesuch ausweist."	"SPECIALTY"	"Über den vietnamesischen Lebensmittel-Spezialhandel (Evidenzstand: die menschliche v2-Freigabe für diesen Weg und Frischeversand sowie einen gezielten Händlerbesuch) prüft Tobias in Rostock „Mắm nêm“, wobei folgende Abgrenzung gilt: „Kräftige vietnamesische Würzpaste aus salzfermentiertem, weitgehend unfiltriertem Fisch, häufig Sardellen. Handelsprodukte können bereits mit Ananas, Zucker, Chili oder Aromaten abgeschmeckt sein; nicht flüssige Fischsauce.“"	"REQUIRED"	"Mắm nêm Kräftige vietnamesische Würzpaste aus salzfermentiertem, weitgehend…; Tobias Rostock Würzsauce Paste Essig exakte Sorte; fermentierte Würzzutat / fertige Sauce oder Würzpaste; vietnamesischen Lebensmittel-Spezialhandel; mehrere unabhängige Fachhändler Marktbreite; die pastöse Produktform"	"AV2E-067"	"REFERENCE_ANCHOR|TOBIAS_ROSTOCK_PROFILE|SPECIALTY_MARKET_BREADTH|RESEARCH_REQUIRED|REFERENCE_ANCHOR_V2"	"APPROVED_REFERENCE_ANCHOR_V2"
"MAM_RUOC"	"Mắm ruốc"	"APPLICABLE"	"Vietnamesische fermentierte Garnelenpaste mit intensiv salzigem Aroma, meist sparsam als Würze verwendet. Nicht mit Mắm tôm gleichsetzen; regionale Produktbezeichnungen und Übergänge können sich jedoch überschneiden."	"NICHE_IMPORT"	"Für „Mắm ruốc“ führt der Rostocker Marktweg über vietnamesische Lebensmittelfachhändler, wobei die Evidenz die menschliche v2-Freigabe für diesen Weg und Importbeschränkungen, einen gezielten Händlerbesuch sowie Standardversand ausweist."	"DIFFICULT"	"Über vietnamesische Lebensmittelfachhändler (Evidenzstand: die menschliche v2-Freigabe für diesen Weg und Importbeschränkungen, einen gezielten Händlerbesuch sowie Standardversand) prüft Tobias in Rostock „Mắm ruốc“, wobei folgende Abgrenzung gilt: „Vietnamesische fermentierte Garnelenpaste mit intensiv salzigem Aroma, meist sparsam als Würze verwendet. Nicht mit Mắm tôm gleichsetzen; regionale Produktbezeichnungen und Übergänge können sich jedoch überschneiden.“"	"REQUIRED"	"Mắm ruốc Vietnamesische fermentierte Garnelenpaste mit intensiv salzigem Aroma, meist…; Tobias Rostock Würzsauce Paste Essig exakte Sorte; Garnelenpaste; vietnamesischen Lebensmittel-Spezialhandel Nischenweg; Bestand Produktform Versandlogistik; die exakt festgelegte Darreichung"	"AV2E-072"	"REFERENCE_ANCHOR|TOBIAS_ROSTOCK_PROFILE|FORM_OR_LOGISTICS_RISK|RESEARCH_REQUIRED|REFERENCE_ANCHOR_V2"	"APPROVED_REFERENCE_ANCHOR_V2"
"MAM_TOM"	"Mắm tôm"	"APPLICABLE"	"Sehr kräftige vietnamesische fermentierte Garnelenpaste, besonders als Dip zu Bún đậu und als Würze zu Chả cá bekannt. Nicht mit Mắm ruốc gleichsetzen; regionale Produktbezeichnungen und Übergänge können sich jedoch überschneiden."	"SPECIALTY_BROAD"	"Für „Mắm tôm“ führt der Rostocker Marktweg über vietnamesische Lebensmittelfachhändler, wobei die Evidenz die menschliche v2-Freigabe für diesen Weg und einen gezielten Händlerbesuch sowie Standardversand ausweist."	"SPECIALTY"	"Über vietnamesische Lebensmittelfachhändler (Evidenzstand: die menschliche v2-Freigabe für diesen Weg und einen gezielten Händlerbesuch sowie Standardversand) prüft Tobias in Rostock „Mắm tôm“, wobei folgende Abgrenzung gilt: „Sehr kräftige vietnamesische fermentierte Garnelenpaste, besonders als Dip zu Bún đậu und als Würze zu Chả cá bekannt. Nicht mit Mắm ruốc gleichsetzen; regionale Produktbezeichnungen und Übergänge können sich jedoch überschneiden.“"	"REQUIRED"	"Mắm tôm Sehr kräftige vietnamesische fermentierte Garnelenpaste, besonders als Dip zu…; Tobias Rostock Würzsauce Paste Essig exakte Sorte; Garnelenpaste; vietnamesischen Lebensmittel-Spezialhandel; mehrere unabhängige Fachhändler Marktbreite; die exakt festgelegte Darreichung"	"AV2E-068"	"REFERENCE_ANCHOR|TOBIAS_ROSTOCK_PROFILE|SPECIALTY_MARKET_BREADTH|RESEARCH_REQUIRED|REFERENCE_ANCHOR_V2"	"APPROVED_REFERENCE_ANCHOR_V2"
"MANCHEGO"	"Manchego"	"APPLICABLE"	"Spanischer Käse aus Manchega-Schafmilch aus La Mancha; nicht generisch jeder Schafskäse."	"GENERAL_BROAD"	"jamon.de – Manchego Curado D.O. zwölf Monate 200 g belegt formgenau: jamon.de führt D.O.-Manchego aus Milch von Manchega-Schafen als festen, zwölf Monate gereiften 200-g-Käse auf Lager. Für Tobias in Rostock gilt: Deutschlandweiter Versand vakuumierter Kühlware nach Bornheim und Rostock; Logistik CHILLED_SHIPPING. Die Curado-Ausführung belegt nicht jede Manchego-Reifestufe; Vakuum- und Kühltransport bleiben erforderlich."	"PLANNED"	"Die Beschaffung von Tobias am Standort Rostock: Manchego wird über die bezeichnete g.U.-Packung geplant geprüft; beliebiger Schafskäse aus anderer Herkunft zählt nicht."	"OPTIONAL"	"Manchego Curado D.O. zwölf Monate Manchega Schafmilch jamon.de Lager | Tobias in Rostock | IN_STOCK CHILLED_SHIPPING"	"AV2N-A-0148|AV2N-P-0018"	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
